,acreana,acrocephala,acuminata,alata,alba,aria,auristellae,bourgonii,brachyrhachis.aff,brachystachys,brachystachys.aff,brevialata,brevipes,capitata12,capitata33,capitata35,cayennensis,chartacea,cinnamomea,cocleensis,cordatoalata,coruscans,cylindrica,edulis,fastuosa,flagelliformis,fosteriana,glomeriflora,goldmanii,gracilifolia,grandiflora,heterophylla,huberi,ingoides,jenmanii,kursarii,LA17,LA41,LA48,lateriflora,laurina,leiocalycina,leiocalycina.aff,lomatophylla,longiflora,longipedunculata,loubryana,M18,M25,M27,M30,M71,marginata,melinonis,microcoma,multinervis,nobilis,nouragensis,obidensis,oerstediana,paraensis,pezizifera,pezizifera.aff,pitmanii,poeppigiana,punctata,retinocarpa,rubiginosa,ruiziana,sapindoides,sertulifera,setosa,spectabilis,splendens,stipularis,striata,suaveolens,subcapitata,T18,T21,T29,T50,T51,T82,T85,tenuistipula,thibaudiana,tomentosa,ulei,umbellifera,umbellifera.aff,umbratica,velutina,venusta,vera,virgultosa,vismiifolia,Zygia_mediana
leiocalycina.aff,0.064387716,0.033440157,0.131629418,0.094305137,0.070278753,0.212616166,0.06926791,0.304072368,0.118215564,0.148723643,0.129688408,0.215732433,0.13269753,0.115243017,0.117678758,0.111578856,0.247891255,0.063941597,0.251659125,0.229802124,0.116102542,0.273352486,0.253894723,0.150975791,0.227690798,0.148701942,0.101060874,0.128198484,0.231083043,0.087753558,0.258763301,0.075149202,0.089925686,0.12707995,0.148736949,0.076331107,0.108038203,0.26699419,0.220108377,0.120489434,0.113728572,0.142470317,1,0.198891052,0.125314269,0.199956671,0.090722333,0.193781651,0.056278824,0.189303479,0.214498358,0.194012441,0.101776794,0.101414489,0.178923372,0.087059553,0.174293892,0.214575132,0.168629488,0.264209885,0.194744198,0.101038271,0.147595731,0.087345356,0.194750484,0.13638857,0.177501253,0.136219522,0.219043971,0.034425485,0.125659935,0.197033102,0.17313623,0.145679149,0.21847066,0.09876523,0.364207132,0.052205917,0.094667182,0.120566687,0.132513357,0.143384487,0.416108174,0.172149416,0.223994217,0.116915451,0.132350458,0.155030899,0.11898622,0.141054862,0.293894793,0.171394252,0.113676601,0.168729948,0.172440174,0.106302293,0.242443463,0.175461312
lomatophylla,0.067279454,0.027864279,0.216409711,0.084941587,0.123307551,0.241078637,0.059949228,0.198815372,0.11096805,0.271143943,0.152231228,0.244772294,0.264399197,0.174751027,0.131858095,0.164968581,0.462142797,0.046508057,0.333353708,0.300698721,0.073126084,0.263415488,0.283126992,0.12130595,0.285585294,0.247949959,0.110676868,0.118207167,0.159924759,0.168508478,0.372967483,0.236823679,0.070901219,0.202872429,0.290908065,0.143799447,0.108673418,0.216674527,0.152454322,0.429451051,0.162747249,0.107625811,0.198891052,1,0.115397719,0.255744234,0.089852512,0.471258575,0.168311501,0.285103778,0.324280549,0.131890254,0.120316696,0.072131206,0.297414588,0.07198714,0.262786027,0.199897776,0.293618488,0.422327453,0.313660998,0.186241281,0.291702482,0.15447617,0.189103544,0.14326231,0.240125592,0.111237498,0.288466047,0.089900881,0.228231011,0.286155097,0.370156611,0.262475103,0.144292139,0.108334494,0.171203336,0.114466053,0.112847734,0.069138488,0.205482681,0.088445216,0.184682086,0.101844687,0.152749457,0.133633251,0.147880507,0.078784102,0.214899478,0.10894382,0.208342878,0.187431727,0.104986597,0.234453174,0.260918504,0.108730671,0.163591806,0.327714877
longiflora,0.057384395,0.048730917,0.181868535,0.216174419,0.143022648,0.246058458,0.194068753,0.134389083,0.276030431,0.142946142,0.130683674,0.146884356,0.100131427,0.20489715,0.269517135,0.231932509,0.13662207,0.092104659,0.100876893,0.19271494,0.226387491,0.160434477,0.184161041,0.365447758,0.139151565,0.096567881,0.097443733,0.170850812,0.188022274,0.183865423,0.264453256,0.121828441,0.174605808,0.085391455,0.255186509,0.151129832,0.152152507,0.135253671,0.104671088,0.111992031,0.161373201,0.218926441,0.125314269,0.115397719,1,0.267888384,0.145560182,0.123827402,0.102999461,0.197472413,0.145732531,0.12175832,0.200219955,0.026918377,0.068209741,0.031355072,0.107379604,0.086995941,0.162529595,0.21405556,0.216587865,0.171695347,0.108069475,0.05475575,0.364699592,0.277747291,0.306200778,0.400197415,0.250446018,0.052541426,0.192390217,0.161032277,0.23748555,0.252737669,0.154736592,0.085681666,0.095748252,0.106455415,0.020481863,0.182787068,0.111349916,0.289945406,0.068920163,0.210700471,0.075189343,0.112546922,0.353412945,0.034953719,0.158614742,0.163524592,0.124951059,0.149260237,0.045861416,0.259983143,0.242375647,0.152497577,0.117652825,0.332628789
longipedunculata,0.057657147,0.034464066,0.493915857,0.143429999,0.106712557,0.598719203,0.108624076,0.207433783,0.19116936,0.270135989,0.251162351,0.216110697,0.260176081,0.292147049,0.213135528,0.279747288,0.36268962,0.070234725,0.145036321,0.646544462,0.126152962,0.384817416,0.311317993,0.215596577,0.171066838,0.1102997,0.129059414,0.165010998,0.224679982,0.31995534,0.490247105,0.249982417,0.11209231,0.302663463,0.380122146,0.324375824,0.15266193,0.38168301,0.110548244,0.275264486,0.308602076,0.172653809,0.199956671,0.255744234,0.267888384,1,0.108851827,0.220952967,0.120476776,0.355332672,0.215153569,0.133136549,0.143336142,0.057823953,0.209191703,0.059927307,0.120473941,0.155896902,0.353839635,0.46018808,0.422206505,0.181720303,0.282711899,0.08813551,0.445942488,0.199806976,0.562472893,0.235547641,0.519051198,0.047289391,0.347684496,0.467439214,0.403538822,0.614692674,0.154786955,0.092261265,0.309571915,0.154374023,0.06110332,0.113929216,0.228975624,0.169380281,0.147394978,0.160885665,0.33221433,0.11945836,0.220457495,0.098095227,0.445063356,0.145921218,0.149028707,0.174482621,0.088394748,0.491327397,0.542019715,0.21075265,0.155636767,0.385726541
loubryana,0.048349966,0.032397333,0.079767613,0.179773476,0.199699152,0.11831767,0.101469487,0.077921994,0.179195624,0.488591307,0.305867212,0.290489119,0.179083466,0.184025831,0.180967861,0.194165012,0.08550259,0.072230566,0.073750818,0.085909799,0.098935434,0.083110586,0.105749485,0.124273291,0.065571664,0.247330654,0.04331693,0.086796752,0.084091259,0.089993848,0.121487619,0.443305674,0.110941774,0.055156387,0.333442277,0.071404519,0.076889396,0.066680114,0.052492072,0.087627147,0.45253102,0.078935594,0.090722333,0.089852512,0.145560182,0.108851827,1,0.087986018,0.203048504,0.323772237,0.058208685,0.084079265,0.092286704,0.024010517,0.047096298,0.026715216,0.079913091,0.066973793,0.327649081,0.098106147,0.146414406,0.103856431,0.07977349,0.048626377,0.121045779,0.124169505,0.125157022,0.139259403,0.126427168,0.033741409,0.374802492,0.085202958,0.17492776,0.153748679,0.085706943,0.06635923,0.04904715,0.04240416,0.020207958,0.106084093,0.062932154,0.17337819,0.068850289,0.090721471,0.026803685,0.053102369,0.132763066,0.027405876,0.077717263,0.232751641,0.079237531,0.26911987,0.024264999,0.124179165,0.119662428,0.650847249,0.059828662,0.181146327
M18,0.105711437,0.063581663,0.188035131,0.098417611,0.090230826,0.214628776,0.100626152,0.223510894,0.096763341,0.216907164,0.163293281,0.228806824,0.215723716,0.135868589,0.113375023,0.127388033,0.434802681,0.083657893,0.144731497,0.240867976,0.072448379,0.310205877,0.326914547,0.108351838,0.270417203,0.304230544,0.192349926,0.109907622,0.162507419,0.173051646,0.352941828,0.183900063,0.069331214,0.214233921,0.280373681,0.138372276,0.101584393,0.168830591,0.128642448,0.327690739,0.159863205,0.098377463,0.193781651,0.471258575,0.123827402,0.220952967,0.087986018,1,0.193784569,0.272938101,0.223964015,0.10426079,0.219456764,0.125007681,0.245052579,0.12441569,0.25858087,0.304676775,0.251493402,0.334904526,0.25704768,0.165930911,0.245318209,0.143112128,0.19800607,0.1362669,0.225938535,0.115250185,0.233828687,0.04473996,0.212688268,0.198656627,0.353487315,0.195890896,0.12414078,0.068996884,0.132427808,0.123409111,0.144815047,0.059225288,0.355527186,0.083956582,0.212613334,0.070976185,0.102613828,0.086828579,0.147090915,0.173107081,0.19793497,0.110316738,0.171115472,0.187011988,0.190944377,0.257070828,0.190413329,0.114500544,0.146024725,0.243831863
M25,0.05553411,0.028244322,0.102589397,0.115098899,0.237171927,0.129818448,0.071661666,0.108634106,0.084609795,0.332440671,0.286377948,0.264877007,0.274414725,0.098000596,0.09160555,0.099081345,0.144250727,0.042988215,0.057220287,0.135544323,0.092832607,0.098662149,0.138552492,0.112405614,0.174929173,0.224441658,0.05637283,0.103256639,0.084822007,0.110144564,0.176660585,0.384620659,0.076105164,0.123487584,0.363425277,0.097103728,0.094998728,0.092095726,0.060595996,0.180342919,0.345814099,0.079147669,0.056278824,0.168311501,0.102999461,0.120476776,0.203048504,0.193784569,1,0.364363286,0.156087913,0.070073815,0.143318037,0.027877487,0.161657181,0.028284575,0.071942949,0.081151708,0.31136323,0.173645746,0.149205764,0.117648425,0.167422805,0.042000467,0.129699001,0.122084529,0.131202661,0.121150574,0.108677286,0.034474649,0.320616836,0.106768249,0.164831504,0.131636217,0.092629745,0.061471081,0.064733275,0.07051422,0.026326827,0.07013533,0.099449984,0.110196178,0.051200984,0.069490712,0.038081194,0.056187568,0.122507755,0.037805027,0.123241787,0.218308371,0.056756094,0.302592825,0.058573334,0.141246135,0.119121195,0.231956097,0.05451379,0.201270422
M27,0.069386212,0.037457332,0.320975914,0.192265051,0.243545793,0.369351223,0.106133178,0.210402611,0.198189204,0.527974185,0.464267307,0.422367997,0.440951112,0.252164332,0.215291621,0.252188742,0.277027711,0.073392333,0.168527908,0.35615497,0.160962078,0.279584399,0.348798745,0.192954298,0.202905786,0.305728029,0.092133367,0.187264016,0.207447447,0.247832227,0.405038107,0.478726704,0.141727932,0.248413737,0.574077713,0.240409678,0.173772371,0.234004995,0.133626708,0.330803994,0.520238527,0.14700111,0.189303479,0.285103778,0.197472413,0.355332672,0.323772237,0.272938101,0.364363286,1,0.242422603,0.171360488,0.160567009,0.047015497,0.194764978,0.050454649,0.149507827,0.151451111,0.539184667,0.40397462,0.377211449,0.191854926,0.279635429,0.07654952,0.388013191,0.196102762,0.352882852,0.213230064,0.35572502,0.040310094,0.523096472,0.264451261,0.344013868,0.35550451,0.238578688,0.097420597,0.147680283,0.132010987,0.049038193,0.168975947,0.219643924,0.252040933,0.14319175,0.17440355,0.102532491,0.106637901,0.21917271,0.064161509,0.298490818,0.333454004,0.182131019,0.424832329,0.092511163,0.359414509,0.363228479,0.40650761,0.151889529,0.456703557
M30,0.059144125,0.024943777,0.246527456,0.066715692,0.086218283,0.28411909,0.066222603,0.267537422,0.060589712,0.255278176,0.127782508,0.192553197,0.366639717,0.071347509,0.061892966,0.067400694,0.298952262,0.051663208,0.22697718,0.355362138,0.080583748,0.166850859,0.193058367,0.132770574,0.307856938,0.138105412,0.143269754,0.090157364,0.210741863,0.133030892,0.340847959,0.200437009,0.064311456,0.161440344,0.321466352,0.125837931,0.077129149,0.203867515,0.234568916,0.465434246,0.092929511,0.139332855,0.214498358,0.324280549,0.145732531,0.215153569,0.058208685,0.223964015,0.156087913,0.242422603,1,0.220076206,0.115538746,0.078043335,0.447643956,0.062565478,0.175065532,0.159523076,0.284309803,0.504240342,0.238115042,0.112775174,0.209331844,0.08715457,0.225899856,0.168742897,0.219644457,0.174825714,0.258249672,0.039612313,0.167467801,0.250525303,0.15554694,0.198988317,0.159450259,0.065284905,0.196276616,0.068594205,0.066466257,0.05726444,0.149612254,0.088598199,0.161097458,0.095958621,0.199762819,0.123804901,0.150604905,0.107963508,0.210945666,0.121171058,0.276123694,0.194288115,0.154254696,0.199886368,0.258112756,0.06979172,0.233990295,0.257411086
M71,0.075648539,0.046936715,0.212239044,0.073408407,0.109816929,0.164649322,0.089409684,0.252700528,0.081153556,0.114472289,0.136063764,0.215091834,0.245318302,0.078966115,0.080397758,0.075957468,0.163743535,0.094642105,0.209277334,0.171973207,0.085990581,0.141572294,0.171327624,0.161460637,0.22438717,0.172780053,0.153403553,0.089142054,0.211238408,0.119339174,0.18789599,0.078969826,0.066718262,0.090438139,0.164170732,0.09910386,0.084092526,0.143232944,0.247700473,0.120842332,0.099766719,0.263000226,0.194012441,0.131890254,0.12175832,0.133136549,0.084079265,0.10426079,0.070073815,0.171360488,0.220076206,1,0.154035338,0.047668599,0.191938819,0.058276344,0.167184815,0.133463295,0.136870199,0.192980283,0.166650287,0.110856992,0.074745331,0.077395336,0.237605988,0.226514913,0.168115699,0.158770219,0.174135378,0.047024582,0.137361759,0.139193546,0.110707804,0.153801988,0.168168145,0.120780697,0.186093063,0.06385885,0.048595246,0.077735605,0.13595567,0.124624544,0.138961362,0.136943622,0.099759804,0.161446433,0.178168865,0.097289282,0.111385557,0.154508975,0.320907976,0.173673574,0.117602674,0.161038719,0.153136153,0.11046309,0.249500452,0.161891962
marginata,0.173706299,0.12289546,0.120467503,0.173316548,0.24226092,0.134733826,0.246910513,0.172465943,0.092602878,0.116947876,0.124589057,0.12325723,0.094103558,0.094958179,0.09796999,0.09059913,0.128660241,0.146511531,0.098878435,0.123328824,0.134491433,0.159301857,0.20353611,0.221541395,0.15429957,0.094758722,0.093586503,0.109851172,0.136621979,0.096519551,0.160537202,0.09368487,0.108130775,0.126935441,0.171686944,0.085283865,0.099360185,0.085799776,0.097162341,0.103993769,0.12436076,0.233196862,0.101776794,0.120316696,0.200219955,0.143336142,0.092286704,0.219456764,0.143318037,0.160567009,0.115538746,0.154035338,1,0.108228537,0.129476361,0.109168719,0.132717797,0.172161081,0.120296898,0.154868745,0.151655707,0.118816008,0.146104045,0.1345995,0.199381103,0.27181735,0.144382517,0.206879607,0.149186474,0.088214722,0.141126339,0.111415831,0.118949604,0.135844553,0.122152756,0.177040807,0.100471797,0.058020218,0.094459384,0.096736456,0.158422745,0.135243392,0.10972951,0.148010625,0.060603348,0.087372091,0.29604327,0.145343096,0.092848012,0.110743251,0.10258842,0.141849772,0.066110457,0.153206639,0.129550585,0.094395624,0.10636949,0.177319965
melinonis,0.249813587,0.369742505,0.036753132,0.050882969,0.030373215,0.046341907,0.284156021,0.112636403,0.017561246,0.040581617,0.03189575,0.062574109,0.036704468,0.018783619,0.017719394,0.017622865,0.051893481,0.242036062,0.074381937,0.066826687,0.02136822,0.108938887,0.093055965,0.029407085,0.079114509,0.044280122,0.064691876,0.027532449,0.050105941,0.025100862,0.070167418,0.020165309,0.022310491,0.067822874,0.044164199,0.022449464,0.021285035,0.056472138,0.053083066,0.054731218,0.029241466,0.032207773,0.101414489,0.072131206,0.026918377,0.057823953,0.024010517,0.125007681,0.027877487,0.047015497,0.078043335,0.047668599,0.108228537,1,0.089647211,0.64370528,0.047130439,0.144528127,0.042176258,0.090154898,0.056814531,0.035654788,0.088556251,0.359566544,0.036704824,0.039859399,0.045766883,0.032824251,0.077767705,0.0457045,0.03051739,0.053302755,0.039851602,0.046420404,0.042466365,0.042466113,0.073932057,0.014184789,0.476273622,0.018419154,0.115385547,0.022212673,0.126428819,0.024730488,0.057544948,0.032897991,0.032246136,0.398627286,0.033064578,0.029975519,0.070833349,0.046348115,0.062190234,0.040949543,0.032850398,0.028587228,0.07014952,0.035215262
microcoma,0.06326418,0.04909968,0.176410434,0.057435238,0.071262037,0.152536381,0.065896305,0.416262176,0.040353587,0.236127721,0.165912669,0.212735637,0.417389464,0.056437614,0.041701341,0.044035449,0.288669392,0.069547498,0.235666924,0.236670421,0.06041967,0.159080608,0.182754605,0.122356062,0.352812404,0.177929106,0.146569561,0.062905906,0.280938813,0.083300425,0.256298425,0.164417779,0.043678214,0.140348159,0.274753613,0.077098432,0.058844611,0.174997107,0.27170615,0.360222641,0.086421922,0.116606953,0.178923372,0.297414588,0.068209741,0.209191703,0.047096298,0.245052579,0.161657181,0.194764978,0.447643956,0.191938819,0.129476361,0.089647211,1,0.092204873,0.202700833,0.166012468,0.252678843,0.359136858,0.190646572,0.103314776,0.186330063,0.107666122,0.136948938,0.132447996,0.161693953,0.086149927,0.190317103,0.045196984,0.17442728,0.202372086,0.12360125,0.172603756,0.114496547,0.076244915,0.230785154,0.057830851,0.080928849,0.042807552,0.153564504,0.071817444,0.197473853,0.09484699,0.162011054,0.152645195,0.102192687,0.130941163,0.119671047,0.117186317,0.296151269,0.235584328,0.189655788,0.139053334,0.130129096,0.073268727,0.225395205,0.190283552
multinervis,0.232712217,0.42229001,0.041235456,0.050521556,0.032332237,0.050951498,0.242653196,0.132345991,0.021110423,0.042271649,0.043156662,0.066586516,0.052716007,0.022191439,0.021264747,0.02060815,0.051895419,0.334380265,0.092653916,0.062815427,0.026251919,0.106230471,0.096056621,0.049841305,0.095556001,0.065798111,0.091076236,0.031060611,0.080044537,0.032367974,0.079892276,0.02299684,0.025585144,0.072230272,0.054086968,0.027023639,0.024781208,0.061669701,0.078476237,0.045449136,0.032960931,0.052090346,0.087059553,0.07198714,0.031355072,0.059927307,0.026715216,0.12441569,0.028284575,0.050454649,0.062565478,0.058276344,0.109168719,0.64370528,0.092204873,1,0.069455703,0.145028197,0.044294396,0.08327564,0.05744305,0.044806542,0.082200201,0.331527199,0.043770131,0.049227328,0.044985469,0.034731634,0.070777339,0.046921483,0.042366465,0.050432592,0.042097773,0.051662385,0.046403256,0.0467008,0.07273605,0.017006732,0.581995664,0.02280766,0.136367101,0.031735162,0.103478698,0.033193684,0.055852259,0.058216097,0.03604231,0.3315998,0.036935998,0.04005023,0.083190003,0.055842423,0.093162651,0.046764719,0.036362747,0.034163376,0.089630777,0.04620249
nobilis,0.072309871,0.041051021,0.134156547,0.064024181,0.08440107,0.127841284,0.060851357,0.259758687,0.072376699,0.102048794,0.145929977,0.190835641,0.202143225,0.097936054,0.07663166,0.084551502,0.256391065,0.084112563,0.262077052,0.133090735,0.094108442,0.215831325,0.20721363,0.179964605,0.278746575,0.363451543,0.188796874,0.101945651,0.301875862,0.112190814,0.233322217,0.086022643,0.065584577,0.08924684,0.138003832,0.092005561,0.088799647,0.155976807,0.37793755,0.238704542,0.107182899,0.175568714,0.174293892,0.262786027,0.107379604,0.120473941,0.079913091,0.25858087,0.071942949,0.149507827,0.175065532,0.167184815,0.132717797,0.047130439,0.202700833,0.069455703,1,0.134967504,0.115116915,0.195255007,0.174365717,0.16704986,0.104748216,0.115240144,0.203004958,0.184002184,0.158734152,0.131644413,0.169486995,0.038861313,0.152994267,0.164275557,0.24803189,0.166004404,0.153316211,0.071738209,0.155685936,0.086392504,0.049085699,0.092700678,0.114296719,0.115019523,0.139600103,0.125645298,0.089969029,0.188980632,0.128571882,0.060697178,0.103483267,0.134050477,0.255103148,0.169899849,0.167468871,0.151570543,0.153959952,0.083475979,0.392620348,0.182254648
nouragensis,0.102800569,0.062770801,0.141743318,0.108035602,0.076119217,0.171562972,0.094521223,0.211049939,0.073745699,0.1296862,0.126866419,0.215957446,0.134157332,0.086812944,0.078477253,0.080692075,0.185066943,0.087776255,0.153146469,0.182399978,0.063536592,0.318094064,0.325007502,0.084024337,0.204052899,0.123072082,0.229405072,0.09007934,0.146898408,0.09875535,0.209642055,0.087344485,0.058445088,0.209293518,0.159402899,0.092256807,0.081431966,0.142031228,0.166713201,0.118454638,0.106285075,0.08353322,0.214575132,0.199897776,0.086995941,0.155896902,0.066973793,0.304676775,0.081151708,0.151451111,0.159523076,0.133463295,0.172161081,0.144528127,0.166012468,0.145028197,0.134967504,1,0.1357069,0.220255745,0.18834261,0.110757269,0.191857502,0.140693494,0.149623379,0.086977949,0.152397889,0.076048975,0.183976668,0.055346243,0.118523816,0.181609089,0.133261104,0.114591193,0.110321188,0.085072483,0.138931322,0.08096337,0.169824167,0.049075682,0.339952086,0.068984619,0.315021706,0.079813709,0.110145872,0.080624042,0.094735539,0.209580845,0.142849212,0.093209554,0.200253253,0.146365842,0.225714808,0.152239146,0.1432307,0.098554486,0.1862271,0.126181935
obidensis,0.04835061,0.028216508,0.278144201,0.147654013,0.199645333,0.419721656,0.083005106,0.17529593,0.180817826,0.738382328,0.397738066,0.364702218,0.503870182,0.342140724,0.196151832,0.294825865,0.206644592,0.05512061,0.139135567,0.332957855,0.100414085,0.296460091,0.257318693,0.141591217,0.215066774,0.241633639,0.071569403,0.143647855,0.150436389,0.221855126,0.414693699,0.655856106,0.102721816,0.277377367,0.576165854,0.267031195,0.136937457,0.160762149,0.131894544,0.365746665,0.61837053,0.102002321,0.168629488,0.293618488,0.162529595,0.353839635,0.327649081,0.251493402,0.31136323,0.539184667,0.284309803,0.136870199,0.120296898,0.042176258,0.252678843,0.044294396,0.115116915,0.1357069,1,0.379311497,0.417154206,0.157429269,0.295312626,0.048910661,0.267401631,0.144384922,0.439191755,0.141444178,0.353103494,0.032353495,0.60544886,0.206976735,0.345192814,0.385596817,0.131949855,0.067501337,0.080329184,0.108894808,0.04940909,0.092832584,0.179861919,0.173082613,0.129843731,0.102860394,0.047038822,0.088907003,0.160955887,0.033639519,0.365235828,0.271180995,0.149835193,0.339149523,0.066127354,0.32468761,0.364194902,0.469763356,0.132268826,0.375817707
oerstediana,0.073750477,0.033181752,0.440509973,0.125395807,0.10022416,0.531875778,0.092444633,0.288340503,0.172626517,0.331030202,0.262347805,0.325540039,0.35473557,0.284657861,0.19725749,0.274930312,0.37779476,0.062756252,0.290355744,0.605918468,0.104353103,0.419639595,0.439349675,0.198439733,0.301903182,0.144656291,0.157114089,0.152053611,0.265442314,0.303471951,0.559374472,0.311122175,0.091627161,0.289822894,0.448620217,0.287047296,0.149708483,0.334803594,0.217471163,0.511039538,0.256148252,0.160688471,0.264209885,0.422327453,0.21405556,0.46018808,0.098106147,0.334904526,0.173645746,0.40397462,0.504240342,0.192980283,0.154868745,0.090154898,0.359136858,0.08327564,0.195255007,0.220255745,0.379311497,1,0.50569609,0.211000237,0.368607456,0.131565158,0.423316573,0.211014061,0.466938021,0.210267925,0.578681937,0.040863991,0.331401616,0.533659777,0.428145262,0.474604278,0.197306147,0.074512472,0.216641266,0.179486864,0.091060428,0.100731014,0.283770161,0.143311202,0.207354077,0.12392525,0.195323491,0.136533953,0.213812971,0.127320918,0.40674051,0.152991253,0.253575384,0.254660995,0.143593641,0.476171608,0.585607585,0.182882834,0.245628264,0.498422634
paraensis,0.069689551,0.038549131,0.396212645,0.174835336,0.105140631,0.47900711,0.106004978,0.220108584,0.241396439,0.376800821,0.292155258,0.384069992,0.268786584,0.461949725,0.270529352,0.450549618,0.27068466,0.070449389,0.288452196,0.44343664,0.126661434,0.393750765,0.404122425,0.192255337,0.222092231,0.135244139,0.107751729,0.166198008,0.198533461,0.33390036,0.466407796,0.364820733,0.10791319,0.269491643,0.368871087,0.360188844,0.158151456,0.232737963,0.181645954,0.381242085,0.396044799,0.131967038,0.194744198,0.313660998,0.216587865,0.422206505,0.146414406,0.25704768,0.149205764,0.377211449,0.238115042,0.166650287,0.151655707,0.056814531,0.190646572,0.05744305,0.174365717,0.18834261,0.417154206,0.50569609,1,0.217196861,0.288164718,0.080557751,0.382944834,0.181864729,0.505618888,0.179033344,0.492710886,0.040468073,0.394102284,0.462727613,0.55021329,0.538649216,0.176512732,0.078966551,0.111441369,0.170199946,0.055336782,0.123912677,0.24042593,0.157454937,0.156859788,0.119576399,0.083345525,0.121500531,0.20242897,0.047101743,0.414061083,0.153044738,0.221636956,0.22325475,0.075667711,0.480285908,0.533442174,0.230059377,0.196773954,0.505643601
pezizifera,0.071945819,0.034685304,0.158918009,0.153008098,0.082778137,0.185125505,0.084758366,0.146013331,0.152826017,0.14670038,0.20365663,0.216706339,0.145570616,0.178819549,0.167034913,0.171760145,0.17495066,0.064980781,0.145259449,0.170772057,0.106296395,0.16836308,0.195897892,0.194159123,0.16077261,0.114175631,0.125338282,0.130484835,0.182094108,0.211647807,0.257416064,0.146638859,0.076365355,0.102666736,0.195783127,0.157811499,0.120054591,0.184151066,0.111155741,0.160461016,0.175706146,0.161813397,0.101038271,0.186241281,0.171695347,0.181720303,0.103856431,0.165930911,0.117648425,0.191854926,0.112775174,0.110856992,0.118816008,0.035654788,0.103314776,0.044806542,0.16704986,0.110757269,0.157429269,0.211000237,0.217196861,1,0.167019793,0.084765623,0.179797622,0.171409122,0.185711544,0.132143999,0.22666522,0.040794677,0.225244991,0.185874575,0.22125336,0.231832183,0.128686654,0.065044037,0.138226989,0.129783266,0.035392486,0.093582087,0.142281457,0.139256625,0.079792664,0.098507005,0.059517999,0.127845391,0.170592427,0.048540596,0.157411839,0.127195744,0.125604528,0.211537174,0.074675858,0.266837318,0.199346016,0.127181011,0.123824825,0.256146458
pezizifera.aff,0.088018872,0.049858701,0.245568719,0.302333497,0.090210438,0.27387996,0.094608606,0.158594111,0.104401,0.313196547,0.19559923,0.19543026,0.28751051,0.188505193,0.124806495,0.172890153,0.198252505,0.073647815,0.116725093,0.315809613,0.067631695,0.300260899,0.299452955,0.110638197,0.159030555,0.081789898,0.102199087,0.099548876,0.139690837,0.172889121,0.350330861,0.316180578,0.065788746,0.275969113,0.349442694,0.174045509,0.095680092,0.20225482,0.072553126,0.317832852,0.214091596,0.0777245,0.147595731,0.291702482,0.108069475,0.282711899,0.07977349,0.245318209,0.167422805,0.279635429,0.209331844,0.074745331,0.146104045,0.088556251,0.186330063,0.082200201,0.104748216,0.191857502,0.295312626,0.368607456,0.288164718,0.167019793,1,0.127095645,0.21692994,0.104439079,0.244208446,0.097208469,0.276447802,0.044383008,0.267384514,0.302798363,0.25354414,0.277069804,0.078620182,0.072999457,0.143332978,0.106556751,0.087543537,0.063174252,0.212033657,0.079659852,0.157637325,0.066274172,0.103742188,0.075794072,0.108242839,0.147296361,0.241214553,0.091989603,0.088243713,0.168769268,0.100943867,0.248669319,0.285888417,0.145192061,0.105597531,0.289262917
pitmanii,0.306166147,0.211221083,0.060777136,0.075307829,0.048947604,0.073243404,0.283829255,0.181059787,0.04159461,0.055913421,0.07420661,0.09610922,0.081973301,0.056344945,0.043377775,0.055572337,0.068042627,0.251153077,0.207841023,0.093730834,0.046970051,0.124201215,0.138345616,0.105950567,0.145698501,0.119214429,0.144517681,0.05097774,0.145393197,0.054442326,0.105075168,0.05811292,0.044952239,0.097945164,0.079676948,0.044044246,0.042063743,0.097946575,0.103385008,0.089127609,0.064510084,0.102432907,0.087345356,0.15447617,0.05475575,0.08813551,0.048626377,0.143112128,0.042000467,0.07654952,0.08715457,0.077395336,0.1345995,0.359566544,0.107666122,0.331527199,0.115240144,0.140693494,0.048910661,0.131565158,0.080557751,0.084765623,0.127095645,1,0.071743807,0.083996619,0.058230145,0.0631776,0.126556933,0.059507057,0.083268699,0.092448772,0.081112648,0.108310057,0.07160218,0.06681425,0.092076523,0.029171145,0.360977722,0.048000131,0.153283225,0.058504022,0.093814939,0.060410469,0.071831837,0.131806229,0.05662879,0.383570171,0.057806246,0.065460649,0.119564737,0.084329881,0.108298128,0.073514258,0.082251709,0.057951775,0.116015251,0.091031177
