sample,compound_number,TIC,norm_TIC,Cosine_Shared,Nshared,Nshared_Major,Percent_Shared
N15_DN1835_polar,600,24486,97403,0.59,2,2,0.667
N15_DN1835_polar,616,115191,458221,0.889,3,3,1
N15_DN1835_polar,618,776902,3090450,0.61,3,3,1
N15_DN1835_polar,621,163661,651032,0.994,4,2,1
N15_DN1835_polar,628,10096,40163,0.999,1,1,1
N15_DN1835_polar,643,86644,344665,0.996,3,3,0.75
N15_DN1835_polar,668,105572,419959,0.99,3,3,1
N15_DN1835_polar,669,101787,404903,0.571,2,2,0.667
N15_DN1835_polar,719,156252,621557,0.938,1,1,0.5
N15_DN1835_polar,721,1330863,5294060,0.939,9,7,0.875
N15_DN1835_polar,733,36550,145396,1,1,1,1
N15_DN1835_polar,736,104868,417159,0.974,4,4,1
N15_DN1835_polar,777,24393,97037,1,1,1,1
N15_DN1835_polar,789,60164,239327,0.959,2,2,1
N15_DN1835_polar,790,9976,39686,1,1,1,1
N15_DN1835_polar,823,28344,112752,0.878,2,2,1
N15_DN1835_polar,828,18301,72802,1,1,1,1
N15_DN1835_polar,873,41756,166104,0.944,2,1,1
N15_DN1835_polar,880,611875,2433988,0.897,1,1,0.333
N15_DN1835_polar,918,8813,35058,0.954,1,1,0.5
N15_DN1835_polar,953,56986,226686,0.993,2,1,1
N15_DN1835_polar,965,294918,1173161,0.995,1,1,0.5
N15_DN1835_polar,978,18438,73346,0.96,1,1,0.333
N15_DN1835_polar,979,69139,275029,0.731,1,1,0.5
N15_DN1835_polar,1039,1200182,4774225,0.751,4,3,1
N15_DN1835_polar,1072,11155,44375,0.983,1,1,0.333
N15_DN1835_polar,1095,58994,234676,1,1,1,1
N15_DN1835_polar,1097,101149,402364,1,1,1,1
N15_DN1835_polar,1130,20163,80208,0.751,1,1,0.5
N15_DN1835_polar,1133,92322,367252,0.56,2,2,0.4
N15_DN1835_polar,1185,68473,272382,1,1,1,1
N15_DN1835_polar,1209,19189,76336,1,1,1,1
N15_DN1835_polar,1213,28171,112062,0.965,1,1,0.5
N15_DN1835_polar,1227,10911,43403,1,1,1,1
N15_DN1835_polar,1238,357574,1422399,1,1,1,1
N15_DN1835_polar,1278,146671,583445,1,1,1,1
N15_DN1835_polar,1285,201561,801795,1,1,1,1
N15_DN1835_polar,1298,9990,39743,1,1,1,1
N15_DN1835_polar,1364,23095,91871,0.916,2,1,1
N15_DN1835_polar,1393,243916,970278,0.993,1,1,0.5
N15_DN1835_polar,1411,11725,46644,1,1,1,1
N15_DN1835_polar,1439,20414,81205,1,1,1,1
N15_DN1835_polar,1453,80128,318743,1,1,1,1
N15_DN1835_polar,1460,20006,79583,1,1,1,1
N15_DN1835_polar,1477,7241,28807,0.999,1,1,1
N15_DN1835_polar,1503,2729955,10859530,0.991,1,1,0.5
N15_DN1835_polar,1521,8899,35401,1,1,1,1
N15_DN1835_polar,1534,107261,426676,0.722,2,2,1
N15_DN1835_polar,1542,881763,3507578,0.506,1,1,0.5
N15_DN1835_polar,1555,35762,142258,0.999,2,2,1
N15_DN1835_polar,1610,9170,36479,1,1,1,1
N15_DN1835_polar,1695,7581,30159,1,1,1,1
N15_DN1835_polar,1723,10912,43410,1,1,1,1
N15_DN1835_polar,1782,12829,51032,1,1,1,1
N15_DN1835_polar,1837,21594,85899,1,1,1,1
N15_DN1835_polar,1853,80128,318743,0.726,1,1,0.5
N15_DN1835_polar,1888,16721,66518,1,1,1,1
N15_DN1835_polar,1899,59118,235170,1,1,1,1
N15_DN1835_polar,1949,6191,24628,1,1,1,1
N15_DN1835_polar,1951,7788,30982,1,1,1,1
N15_DN1835_polar,1959,37650,149772,1,1,1,1
N15_DN1835_polar,2004,659550,2623636,1,1,1,1
N15_DN1835_polar,2129,9169,36475,1,1,1,1
N15_DN1835_polar,2228,27789,110543,1,1,1,1
N15_DN1835_polar,2292,13605,54123,1,1,1,1
N15_DN1835_polar,2472,10990,43719,1,1,1,1
N15_DN1835_polar,2474,11037,43906,1,1,1,1
N15_DN1835_polar,2548,9668,38458,1,1,1,1
N15_DN1835_polar,2585,8418,33489,1,1,1,1
N15_DN1854_polar,3,154017,758405,0.641,4,3,0.2
N15_DN1854_polar,71,10343,50931,0.647,1,1,0.333
N15_DN1854_polar,76,341720,1682680,0.897,4,1,1
N15_DN1854_polar,98,1454549,7162418,0.517,3,1,0.5
N15_DN1854_polar,134,174557,859545,0.645,3,3,0.231
N15_DN1854_polar,144,3270207,16102986,0.997,4,2,1
N15_DN1854_polar,147,253449,1248020,0.961,5,2,0.667
N15_DN1854_polar,148,282971,1393394,0.979,6,3,1
N15_DN1854_polar,149,9227,45435,0.518,1,1,0.333
N15_DN1854_polar,153,223281,1099472,0.852,7,4,1
N15_DN1854_polar,183,11399989,56135236,1,5,2,1
N15_DN1854_polar,198,18399,90600,0.789,2,1,0.5
N15_DN1854_polar,201,293390,1444696,0.948,6,5,1
N15_DN1854_polar,217,6944318,34194852,1,6,2,1
N15_DN1854_polar,270,198734,978598,0.542,4,2,1
N15_DN1854_polar,287,18399,90600,0.786,2,1,0.333
N15_DN1854_polar,316,249765,1229884,0.968,2,2,0.667
N15_DN1854_polar,339,442383,2178360,0.999,4,2,1
N15_DN1854_polar,419,6810256,33534712,0.972,2,2,0.5
N15_DN1854_polar,427,1756477,8649154,0.921,6,1,1
N15_DN1854_polar,464,804184,3959923,0.998,5,1,1
N15_DN1854_polar,465,66192,325940,0.995,1,1,0.5
N15_DN1854_polar,484,177187,872499,0.588,1,1,0.333
N15_DN1854_polar,518,7979,39293,0.984,1,1,0.333
N15_DN1854_polar,522,3532622,17395154,0.998,1,1,0.5
N15_DN1854_polar,530,162667,800996,0.876,1,1,0.333
N15_DN1854_polar,563,142176,700098,1,2,1,1
N15_DN1854_polar,565,6862,33794,0.998,1,1,0.5
N15_DN1854_polar,583,34063,167734,0.52,2,2,0.5
N15_DN1854_polar,600,24773,121986,0.709,3,3,1
N15_DN1854_polar,617,6523,32123,0.975,1,1,0.5
N15_DN1854_polar,621,206909,1018852,0.988,4,2,1
N15_DN1854_polar,663,177187,872499,1,1,1,1
N15_DN1854_polar,668,67250,331151,0.987,3,3,1
N15_DN1854_polar,719,162667,800996,0.938,1,1,0.5
N15_DN1854_polar,733,55141,271524,1,1,1,1
N15_DN1854_polar,736,125328,617135,0.966,4,4,1
N15_DN1854_polar,777,17445,85902,1,1,1,1
N15_DN1854_polar,789,66501,327465,0.873,1,1,0.5
N15_DN1854_polar,823,31131,153295,0.949,2,2,1
N15_DN1854_polar,828,17452,85937,1,1,1,1
N15_DN1854_polar,873,169185,833093,0.994,2,1,1
N15_DN1854_polar,880,367962,1811902,0.897,1,1,0.333
N15_DN1854_polar,896,7348,36183,0.999,1,1,1
N15_DN1854_polar,912,7780,38312,0.997,1,1,0.5
N15_DN1854_polar,953,70398,346653,0.999,1,1,1
N15_DN1854_polar,965,386636,1903857,0.995,1,1,0.5
N15_DN1854_polar,1057,62757,309026,0.761,3,1,1
N15_DN1854_polar,1072,19240,94741,0.983,1,1,0.333
N15_DN1854_polar,1095,59060,290822,1,1,1,1
N15_DN1854_polar,1097,157284,774490,1,1,1,1
N15_DN1854_polar,1110,15545,76550,0.58,2,1,1
N15_DN1854_polar,1130,13602,66983,0.751,1,1,0.5
N15_DN1854_polar,1133,128837,634414,0.558,2,2,0.4
N15_DN1854_polar,1185,39826,196110,1,1,1,1
N15_DN1854_polar,1213,20675,101808,0.965,1,1,0.5
N15_DN1854_polar,1234,19492,95984,1,1,1,1
N15_DN1854_polar,1278,26415,130074,1,1,1,1
N15_DN1854_polar,1285,217444,1070729,1,1,1,1
N15_DN1854_polar,1364,14243,70136,0.999,1,1,1
N15_DN1854_polar,1411,14092,69394,1,1,1,1
N15_DN1854_polar,1414,14957,73653,1,1,1,1
N15_DN1854_polar,1439,18293,90078,1,1,1,1
N15_DN1854_polar,1453,861023,4239808,1,1,1,1
N15_DN1854_polar,1460,22356,110085,1,1,1,1
N15_DN1854_polar,1477,13554,66743,0.999,1,1,1
N15_DN1854_polar,1503,4105581,20216491,0.991,1,1,0.5
N15_DN1854_polar,1521,9796,48238,1,1,1,1
N15_DN1854_polar,1534,88477,435675,0.551,2,2,1
N15_DN1854_polar,1542,5949233,29294903,0.506,1,1,0.5
N15_DN1854_polar,1555,47984,236285,0.987,2,2,1
N15_DN1854_polar,1560,6214,30599,0.999,1,1,1
N15_DN1854_polar,1610,6683,32909,1,1,1,1
N15_DN1854_polar,1667,7564,37250,1,1,1,1
N15_DN1854_polar,1782,12848,63268,1,1,1,1
N15_DN1854_polar,1837,13550,66725,1,1,1,1
N15_DN1854_polar,1853,861023,4239808,0.726,1,1,0.5
N15_DN1854_polar,1899,9376,46170,1,1,1,1
N15_DN1854_polar,1949,7153,35222,1,1,1,1
N15_DN1854_polar,1951,43136,212408,1,1,1,1
N15_DN1854_polar,1959,36795,181188,1,1,1,1
N15_DN1854_polar,2004,675621,3326858,1,1,1,1
N15_DN1854_polar,2292,33223,163599,1,1,1,1
N15_DN1854_polar,2321,19213,94612,1,1,1,1
N15_DN1854_polar,2377,6568,32342,1,1,1,1
N15_DN1854_polar,2474,7161,35265,1,1,1,1
N15_DN1854_polar,2548,24445,120374,1,1,1,1
N15_DN1854_polar,2585,14892,73332,1,1,1,1
N15_DN1855_polar,3,161349,794509,0.639,4,3,0.2
N15_DN1855_polar,57,1498766,7380147,0.934,7,1,1
N15_DN1855_polar,61,17192,84658,0.993,1,1,0.333
N15_DN1855_polar,76,234239,1153431,0.663,4,1,1
N15_DN1855_polar,119,2922868,14392636,0.56,5,2,1
N15_DN1855_polar,144,5841880,28766286,1,5,2,1
N15_DN1855_polar,147,258450,1272649,0.988,5,2,0.667
N15_DN1855_polar,148,213906,1053307,0.981,6,3,1
N15_DN1855_polar,149,10497,51692,0.518,1,1,0.333
N15_DN1855_polar,153,248831,1225283,0.819,7,4,1
N15_DN1855_polar,183,11978662,58984708,1,5,2,1
N15_DN1855_polar,184,243032,1196727,0.768,5,3,0.6
N15_DN1855_polar,201,238127,1172573,0.962,6,5,1
N15_DN1855_polar,216,1676631,8255979,0.992,5,2,1
N15_DN1855_polar,217,413294,2035124,0.995,4,2,1
N15_DN1855_polar,316,213471,1051167,0.973,2,2,0.667
N15_DN1855_polar,339,267562,1317518,0.999,3,2,1
N15_DN1855_polar,419,371319,1828431,0.966,2,2,0.5
N15_DN1855_polar,427,1255171,6180647,0.968,5,1,1
N15_DN1855_polar,464,433837,2136278,0.993,4,1,1
N15_DN1855_polar,465,22676,111663,0.995,1,1,0.5
N15_DN1855_polar,484,108024,531926,0.588,1,1,0.333
N15_DN1855_polar,522,1643354,8092123,0.998,1,1,0.5
N15_DN1855_polar,524,6412,31575,0.999,1,1,1
N15_DN1855_polar,530,180966,891106,0.876,1,1,0.333
N15_DN1855_polar,563,101457,499593,1,1,1,1
N15_DN1855_polar,565,10383,51132,0.998,1,1,0.5
N15_DN1855_polar,583,34195,168382,0.522,2,2,0.5
N15_DN1855_polar,600,18676,91967,0.661,2,2,0.667
N15_DN1855_polar,616,58482,287977,0.54,3,3,1
N15_DN1855_polar,618,429078,2112847,0.577,3,3,1
N15_DN1855_polar,621,179605,884403,0.981,4,2,1
N15_DN1855_polar,628,7297,35933,0.999,1,1,1
N15_DN1855_polar,643,27946,137613,0.978,2,2,0.5
N15_DN1855_polar,668,60832,299549,0.99,3,3,1
N15_DN1855_polar,719,180966,891106,0.938,1,1,0.5
N15_DN1855_polar,733,79798,392939,1,1,1,1
N15_DN1855_polar,736,92225,454129,0.977,4,4,1
N15_DN1855_polar,777,14282,70329,1,1,1,1
N15_DN1855_polar,789,70374,346532,0.873,1,1,0.5
N15_DN1855_polar,823,23446,115454,0.987,2,2,1
N15_DN1855_polar,828,11985,59019,1,1,1,1
N15_DN1855_polar,873,104375,513959,0.987,2,1,1
N15_DN1855_polar,880,407600,2007086,0.897,1,1,0.333
N15_DN1855_polar,912,14857,73162,0.997,1,1,0.5
N15_DN1855_polar,913,17192,84658,1,1,1,1
N15_DN1855_polar,953,48599,239312,0.999,1,1,1
N15_DN1855_polar,965,522390,2572328,0.995,1,1,0.5
N15_DN1855_polar,978,6855,33758,0.96,1,1,0.333
N15_DN1855_polar,1072,15940,78493,0.983,1,1,0.333
N15_DN1855_polar,1095,61986,305231,1,1,1,1
N15_DN1855_polar,1097,129989,640086,1,1,1,1
N15_DN1855_polar,1130,12891,63477,0.751,1,1,0.5
N15_DN1855_polar,1133,119839,590108,0.56,2,2,0.4
N15_DN1855_polar,1185,43295,213192,1,1,1,1
N15_DN1855_polar,1213,21184,104313,0.965,1,1,0.5
N15_DN1855_polar,1238,118299,582524,1,1,1,1
N15_DN1855_polar,1278,33067,162829,1,1,1,1
N15_DN1855_polar,1285,494933,2437126,1,1,1,1
N15_DN1855_polar,1295,6869,33825,1,1,1,1
N15_DN1855_polar,1364,15344,75559,0.824,2,1,1
N15_DN1855_polar,1393,16041,78990,0.993,1,1,0.5
N15_DN1855_polar,1411,15614,76889,1,1,1,1
N15_DN1855_polar,1439,14359,70710,1,1,1,1
N15_DN1855_polar,1453,32093,158031,1,1,1,1
N15_DN1855_polar,1460,24325,119782,1,1,1,1
N15_DN1855_polar,1477,13372,65849,0.999,1,1,1
N15_DN1855_polar,1481,10972,54029,0.877,1,1,0.333
N15_DN1855_polar,1503,4356365,21451390,0.991,1,1,0.5
N15_DN1855_polar,1521,7787,38346,1,1,1,1
N15_DN1855_polar,1534,93361,459724,0.556,2,2,1
N15_DN1855_polar,1542,339226,1670399,0.506,1,1,0.5
N15_DN1855_polar,1555,33108,163031,0.996,2,2,1
N15_DN1855_polar,1679,5965,29375,0.999,1,1,1
N15_DN1855_polar,1695,6570,32354,1,1,1,1
N15_DN1855_polar,1782,8779,43230,1,1,1,1
N15_DN1855_polar,1837,11499,56626,1,1,1,1
N15_DN1855_polar,1853,32093,158031,0.726,1,1,0.5
N15_DN1855_polar,1899,32325,159176,1,1,1,1
N15_DN1855_polar,1949,6138,30227,1,1,1,1
N15_DN1855_polar,1959,34913,171918,1,1,1,1
N15_DN1855_polar,2004,692737,3411143,1,1,1,1
N15_DN1855_polar,2228,8587,42286,1,1,1,1
N15_DN1855_polar,2292,22048,108568,1,1,1,1
N15_DN1855_polar,2474,8696,42823,1,1,1,1
N15_DN1855_polar,2548,18445,90827,1,1,1,1
N15_DN1855_polar,2585,8810,43385,1,1,1,1
N16_DN1770_polar,9,698294,2466465,0.559,17,1,0.333
N16_DN1770_polar,13,1054229,3723672,0.819,6,4,0.571
N16_DN1770_polar,61,18082831,63870874,0.998,6,3,1
N16_DN1770_polar,76,254762,899852,0.684,4,1,1
N16_DN1770_polar,83,10310156,36416789,0.997,13,2,1
N16_DN1770_polar,89,3511763,12403996,1,4,2,1
N16_DN1770_polar,119,2925019,10331543,0.987,8,2,1
N16_DN1770_polar,128,495120,1748828,0.888,6,2,0.667
N16_DN1770_polar,134,384772,1359066,0.582,3,3,0.231
N16_DN1770_polar,147,365860,1292267,0.718,6,2,0.667
N16_DN1770_polar,153,670280,2367515,0.914,7,3,0.75
N16_DN1770_polar,184,319838,1129709,0.705,8,4,0.8
N16_DN1770_polar,193,39659,140082,0.917,3,2,0.5
N16_DN1770_polar,201,1190827,4206153,0.994,6,5,1
N16_DN1770_polar,217,844136,2981598,0.954,7,2,1
N16_DN1770_polar,225,287142,1014224,0.979,6,2,1
N16_DN1770_polar,256,803585,2838367,0.605,9,2,1
N16_DN1770_polar,327,17264,60980,0.669,2,1,0.5
N16_DN1770_polar,347,74443,262944,0.501,2,2,0.5
N16_DN1770_polar,361,3506705,12386130,1,4,1,1
N16_DN1770_polar,397,184864,652964,0.997,2,1,0.5
N16_DN1770_polar,403,1615420,5705873,0.991,5,1,1
N16_DN1770_polar,419,626184,2211762,0.965,3,2,0.5
N16_DN1770_polar,439,1426621,5039011,0.991,8,2,1
N16_DN1770_polar,443,401019,1416453,1,3,1,1
N16_DN1770_polar,484,372491,1315688,0.588,1,1,0.333
N16_DN1770_polar,518,7268,25673,0.984,1,1,0.333
N16_DN1770_polar,522,20971,74073,0.998,1,1,0.5
N16_DN1770_polar,530,112224,396390,0.876,1,1,0.333
N16_DN1770_polar,547,163515,577559,0.949,3,1,1
N16_DN1770_polar,557,43477,153566,0.991,1,1,0.333
N16_DN1770_polar,565,70274,248219,0.998,1,1,0.5
N16_DN1770_polar,573,9803,34626,0.999,1,1,1
N16_DN1770_polar,583,74443,262944,0.516,2,2,0.5
N16_DN1770_polar,600,42952,151713,0.57,2,2,0.667
N16_DN1770_polar,620,272800,963567,0.843,3,3,0.5
N16_DN1770_polar,621,1109082,3917420,0.998,3,2,1
N16_DN1770_polar,663,610663,2156942,0.847,2,1,1
N16_DN1770_polar,704,372491,1315688,0.988,1,1,0.5
N16_DN1770_polar,719,112224,396390,0.938,1,1,0.5
N16_DN1770_polar,722,8095,28593,0.991,1,1,0.5
N16_DN1770_polar,729,23680,83643,0.931,2,1,1
N16_DN1770_polar,733,1436459,5073759,1,1,1,1
N16_DN1770_polar,736,18837,66537,0.974,2,2,0.5
N16_DN1770_polar,777,36588,129235,1,1,1,1
N16_DN1770_polar,787,115665,408547,0.997,1,1,0.5
N16_DN1770_polar,789,1318911,4658564,0.993,2,2,1
N16_DN1770_polar,823,272099,961089,0.928,2,2,1
N16_DN1770_polar,828,120659,426183,1,1,1,1
N16_DN1770_polar,852,269765,952845,0.668,4,1,1
N16_DN1770_polar,880,188596,666147,0.897,1,1,0.333
N16_DN1770_polar,885,17576,62083,0.971,1,1,0.5
N16_DN1770_polar,887,10956,38700,0.851,1,1,0.333
N16_DN1770_polar,896,64321,227192,0.999,1,1,1
N16_DN1770_polar,913,13781377,48677588,1,2,1,1
N16_DN1770_polar,920,312877,1105122,0.954,3,2,0.5
N16_DN1770_polar,948,10087,35629,0.936,1,1,0.5
N16_DN1770_polar,950,7445,26298,0.996,1,1,0.5
N16_DN1770_polar,965,7706969,27222000,0.995,1,1,0.5
N16_DN1770_polar,974,33495,118310,0.653,2,2,1
N16_DN1770_polar,991,166294,587374,0.996,1,1,0.5
N16_DN1770_polar,1010,956457,3378329,1,1,1,1
N16_DN1770_polar,1057,154870,547023,0.578,4,1,1
N16_DN1770_polar,1072,262596,927522,0.984,2,1,0.333
N16_DN1770_polar,1075,30357,107228,0.998,2,2,1
N16_DN1770_polar,1101,78120,275929,0.998,1,1,0.5
N16_DN1770_polar,1110,42952,151713,0.875,2,1,1
N16_DN1770_polar,1148,619522,2188234,1,2,1,1
N16_DN1770_polar,1209,18384,64937,1,1,1,1
N16_DN1770_polar,1213,111840,395033,0.965,1,1,0.5
N16_DN1770_polar,1228,7125,25167,0.999,1,1,1
N16_DN1770_polar,1257,321022,1133892,1,2,1,1
N16_DN1770_polar,1295,9171,32396,1,1,1,1
N16_DN1770_polar,1340,38147,134741,1,1,1,1
N16_DN1770_polar,1351,16031,56625,1,1,1,1
N16_DN1770_polar,1364,190242,671959,0.934,2,1,1
N16_DN1770_polar,1393,19469,68767,0.993,1,1,0.5
N16_DN1770_polar,1397,42608,150497,0.58,1,1,0.5
N16_DN1770_polar,1411,6683,23607,1,1,1,1
N16_DN1770_polar,1424,8004,28273,1,1,1,1
N16_DN1770_polar,1425,10250,36205,1,1,1,1
N16_DN1770_polar,1431,7598,26839,1,1,1,1
N16_DN1770_polar,1443,18292,64610,1,1,1,1
N16_DN1770_polar,1453,49424,174575,1,1,1,1
N16_DN1770_polar,1460,23268,82187,1,1,1,1
N16_DN1770_polar,1472,14026,49542,1,1,1,1
N16_DN1770_polar,1497,118467,418442,1,1,1,1
N16_DN1770_polar,1508,36692,129602,0.699,2,2,0.667
N16_DN1770_polar,1510,152749,539532,1,1,1,1
N16_DN1770_polar,1512,7340,25929,0.999,1,1,1
N16_DN1770_polar,1534,24713,87290,0.993,1,1,0.5
N16_DN1770_polar,1542,565802,1998486,0.506,1,1,0.5
N16_DN1770_polar,1555,6558,23163,0.966,1,1,0.5
N16_DN1770_polar,1560,46332,163653,0.999,1,1,1
N16_DN1770_polar,1695,57247,202205,1,1,1,1
N16_DN1770_polar,1791,15085,53283,1,1,1,1
N16_DN1770_polar,1811,44792,158212,1,1,1,1
N16_DN1770_polar,1853,49424,174575,0.726,1,1,0.5
N16_DN1770_polar,1949,30891,109113,1,1,1,1
N16_DN1770_polar,1959,145800,514986,1,1,1,1
N16_DN1770_polar,1972,27207,96101,0.793,1,1,0.5
N16_DN1770_polar,2004,548708,1938108,1,1,1,1
N16_DN1770_polar,2049,6463,22830,0.911,1,1,0.5
N16_DN1770_polar,2126,16486,58232,1,1,1,1
N16_DN1770_polar,2129,26926,95108,1,1,1,1
N16_DN1770_polar,2135,7519,26560,1,1,1,1
N16_DN1770_polar,2292,30263,106893,1,1,1,1
N16_DN1770_polar,2309,8814,31133,1,1,1,1
N16_DN1770_polar,2436,6583,23254,1,1,1,1
N16_DN1770_polar,2510,30704,108452,1,1,1,1
N16_DN1770_polar,2548,16830,59449,1,1,1,1
N16_DN1770_polar,2682,12918,45631,1,1,1,1
N16_DN1771_polar,9,780810,2757922,0.784,17,2,0.667
N16_DN1771_polar,13,608129,2147992,0.651,7,4,0.571
N16_DN1771_polar,61,16629606,58737896,0.999,6,3,1
N16_DN1771_polar,83,9983434,35262767,0.969,17,2,1
N16_DN1771_polar,89,3307080,11681031,0.999,4,2,1
N16_DN1771_polar,119,1762499,6225373,0.985,5,2,1
N16_DN1771_polar,128,328333,1159716,0.778,6,3,1
N16_DN1771_polar,134,263162,929524,0.623,3,3,0.231
N16_DN1771_polar,147,397552,1404207,0.719,8,3,1
N16_DN1771_polar,153,585869,2069366,0.906,6,3,0.75
N16_DN1771_polar,159,18827,66501,0.958,2,2,0.667
N16_DN1771_polar,184,300516,1061461,0.903,8,4,0.8
N16_DN1771_polar,193,99962,353080,0.977,4,3,0.75
N16_DN1771_polar,198,10249,36202,0.996,1,1,0.5
N16_DN1771_polar,201,1053742,3721951,0.982,4,4,0.8
N16_DN1771_polar,217,477787,1687606,0.87,8,2,1
N16_DN1771_polar,225,214464,757517,0.971,6,2,1
N16_DN1771_polar,256,721479,2548358,0.917,10,2,1
N16_DN1771_polar,282,374987,1324502,0.872,3,1,1
N16_DN1771_polar,287,10249,36202,0.977,1,1,0.333
N16_DN1771_polar,361,2821337,9965324,0.999,4,1,1
N16_DN1771_polar,397,116744,412357,0.982,2,1,0.5
N16_DN1771_polar,403,1317395,4653210,0.994,4,1,1
N16_DN1771_polar,419,251378,887902,0.967,3,2,0.5
N16_DN1771_polar,439,1094948,3867497,0.986,7,2,1
N16_DN1771_polar,443,541948,1914231,1,3,1,1
N16_DN1771_polar,484,286736,1012790,0.588,1,1,0.333
N16_DN1771_polar,485,63617,224705,0.994,2,2,0.4
N16_DN1771_polar,518,10225,36117,0.984,1,1,0.333
N16_DN1771_polar,522,13730,48497,0.998,1,1,0.5
N16_DN1771_polar,530,125989,445010,0.876,1,1,0.333
N16_DN1771_polar,547,127451,450176,0.992,2,1,1
N16_DN1771_polar,557,33356,117818,0.991,1,1,0.333
N16_DN1771_polar,565,66737,235726,0.973,2,2,1
N16_DN1771_polar,573,15632,55217,0.999,1,1,1
N16_DN1771_polar,617,23368,82539,0.821,2,1,0.5
N16_DN1771_polar,620,223512,789476,0.845,3,3,0.5
N16_DN1771_polar,621,1016504,3590423,0.998,2,2,1
N16_DN1771_polar,663,640280,2261551,0.646,3,1,1
N16_DN1771_polar,719,125989,445010,0.938,1,1,0.5
N16_DN1771_polar,729,28998,102426,0.682,2,1,1
N16_DN1771_polar,733,1130688,3993736,1,1,1,1
N16_DN1771_polar,736,33596,118666,0.979,2,2,0.5
N16_DN1771_polar,739,33687,118988,0.582,2,1,1
N16_DN1771_polar,777,50977,180057,1,1,1,1
N16_DN1771_polar,787,89240,315209,0.997,1,1,0.5
N16_DN1771_polar,789,1219604,4307799,0.993,2,2,1
N16_DN1771_polar,823,223518,789497,0.934,2,2,1
N16_DN1771_polar,828,61632,217695,1,1,1,1
N16_DN1771_polar,880,131410,464157,0.897,1,1,0.333
N16_DN1771_polar,885,16094,56847,0.971,1,1,0.5
N16_DN1771_polar,887,8258,29171,0.851,1,1,0.333
N16_DN1771_polar,896,31049,109671,0.999,1,1,1
N16_DN1771_polar,912,26973,95272,0.615,2,2,1
N16_DN1771_polar,913,12713323,44905086,1,2,1,1
N16_DN1771_polar,920,129645,457925,0.878,3,2,0.5
N16_DN1771_polar,948,11843,41831,0.936,1,1,0.5
N16_DN1771_polar,965,6316965,22312331,0.995,1,1,0.5
N16_DN1771_polar,974,42597,150460,0.514,2,2,1
N16_DN1771_polar,991,129413,457103,0.996,1,1,0.5
N16_DN1771_polar,1010,522905,1846968,1,1,1,1
N16_DN1771_polar,1057,131392,464093,0.704,4,1,1
N16_DN1771_polar,1072,257221,908539,0.98,3,2,0.667
N16_DN1771_polar,1075,32659,115359,0.996,2,2,1
N16_DN1771_polar,1101,44674,157797,0.998,1,1,0.5
N16_DN1771_polar,1110,44960,158804,0.959,2,1,1
N16_DN1771_polar,1148,638872,2256578,1,2,1,1
N16_DN1771_polar,1193,15072,53236,0.999,1,1,1
N16_DN1771_polar,1209,21646,76457,1,1,1,1
N16_DN1771_polar,1213,113721,401678,0.965,1,1,0.5
N16_DN1771_polar,1257,175735,620720,1,1,1,1
N16_DN1771_polar,1296,8050,28434,1,1,1,1
N16_DN1771_polar,1340,21372,75491,1,1,1,1
N16_DN1771_polar,1364,159983,565083,0.915,2,1,1
N16_DN1771_polar,1393,28644,101176,0.993,1,1,0.5
N16_DN1771_polar,1397,39293,138790,0.58,1,1,0.5
N16_DN1771_polar,1411,15032,53096,1,1,1,1
N16_DN1771_polar,1425,23338,82433,1,1,1,1
N16_DN1771_polar,1433,7104,25095,1,1,1,1
N16_DN1771_polar,1443,19962,70511,1,1,1,1
N16_DN1771_polar,1453,23335,82422,1,1,1,1
N16_DN1771_polar,1460,38295,135263,1,1,1,1
N16_DN1771_polar,1472,13953,49283,1,1,1,1
N16_DN1771_polar,1497,63506,224313,1,1,1,1
N16_DN1771_polar,1508,31207,110227,0.987,1,1,0.333
N16_DN1771_polar,1510,168998,596924,1,1,1,1
N16_DN1771_polar,1534,28744,101527,0.993,1,1,0.5
N16_DN1771_polar,1542,219784,776308,0.506,1,1,0.5
N16_DN1771_polar,1544,6712,23710,1,1,1,1
N16_DN1771_polar,1555,11174,39469,0.966,1,1,0.5
N16_DN1771_polar,1560,14757,52124,0.999,1,1,1
N16_DN1771_polar,1695,52718,186210,1,1,1,1
N16_DN1771_polar,1791,11042,39004,1,1,1,1
N16_DN1771_polar,1811,52415,185138,1,1,1,1
N16_DN1771_polar,1848,8873,31343,1,1,1,1
N16_DN1771_polar,1853,23335,82422,0.726,1,1,0.5
N16_DN1771_polar,1949,28189,99567,1,1,1,1
N16_DN1771_polar,1959,142725,504122,1,1,1,1
N16_DN1771_polar,1972,16209,57253,0.793,1,1,0.5
N16_DN1771_polar,2004,683589,2414524,1,1,1,1
N16_DN1771_polar,2049,6568,23200,0.911,1,1,0.5
N16_DN1771_polar,2065,15072,53236,0.688,1,1,0.5
N16_DN1771_polar,2126,14289,50473,1,1,1,1
N16_DN1771_polar,2129,17100,60402,1,1,1,1
N16_DN1771_polar,2135,8592,30349,1,1,1,1
N16_DN1771_polar,2249,9988,35280,1,1,1,1
N16_DN1771_polar,2269,6762,23887,1,1,1,1
N16_DN1771_polar,2292,16736,59117,1,1,1,1
N16_DN1771_polar,2309,8038,28392,1,1,1,1
N16_DN1771_polar,2363,7768,27440,1,1,1,1
N16_DN1771_polar,2436,10254,36221,1,1,1,1
N16_DN1772_polar,9,401999,2536039,0.873,8,2,0.667
