sample,compound_number,TIC,norm_TIC,Cosine_Shared,Nshared,Nshared_Major,Percent_Shared
LA35_DN1364_polar,877,7519,51488,0.998,1,1,0.5
LA35_DN1364_polar,880,135746,929464,0.897,1,1,0.333
LA35_DN1364_polar,887,98568,674905,0.851,1,1,0.333
LA35_DN1364_polar,917,19821,135721,0.984,1,1,0.5
LA35_DN1364_polar,921,267024,1828329,0.983,2,2,0.5
LA35_DN1364_polar,973,10632,72801,0.955,1,1,0.5
LA35_DN1364_polar,1007,7661,52457,0.87,1,1,0.5
LA35_DN1364_polar,1020,269046,1842174,1,2,1,1
LA35_DN1364_polar,1023,22815904,156221376,0.555,2,2,1
LA35_DN1364_polar,1027,170610,1168174,0.87,1,1,0.5
LA35_DN1364_polar,1032,14945,102333,0.988,1,1,0.333
LA35_DN1364_polar,1034,9388950,64286502,0.904,1,1,0.5
LA35_DN1364_polar,1057,27001,184880,0.942,2,1,1
LA35_DN1364_polar,1058,7384,50558,0.984,1,1,0.333
LA35_DN1364_polar,1081,6067743,41546072,0.658,1,1,0.5
LA35_DN1364_polar,1108,20485,140264,0.56,2,2,0.667
LA35_DN1364_polar,1174,23207,158903,0.999,1,1,1
LA35_DN1364_polar,1179,415865,2847444,0.902,2,1,1
LA35_DN1364_polar,1201,5514990,37761349,0.698,3,3,1
LA35_DN1364_polar,1209,20670,141534,1,1,1,1
LA35_DN1364_polar,1213,12604,86303,0.965,1,1,0.5
LA35_DN1364_polar,1253,1918706,13137460,0.994,3,1,1
LA35_DN1364_polar,1271,34907,239014,1,1,1,1
LA35_DN1364_polar,1289,52116,356843,1,1,1,1
LA35_DN1364_polar,1317,29931,204939,1,1,1,1
LA35_DN1364_polar,1353,38786,265574,1,1,1,1
LA35_DN1364_polar,1359,1128547,7727209,0.989,1,1,0.5
LA35_DN1364_polar,1368,94950,650126,1,1,1,1
LA35_DN1364_polar,1389,20377,139523,1,1,1,1
LA35_DN1364_polar,1395,858219,5876258,1,1,1,1
LA35_DN1364_polar,1399,11962,81906,1,1,1,1
LA35_DN1364_polar,1410,121517,832037,1,1,1,1
LA35_DN1364_polar,1417,558036,3820896,1,1,1,1
LA35_DN1364_polar,1461,139089,952352,0.998,1,1,0.5
LA35_DN1364_polar,1477,11292,77319,0.999,1,1,1
LA35_DN1364_polar,1506,8490,58134,1,1,1,1
LA35_DN1364_polar,1534,19439,133101,0.993,1,1,0.5
LA35_DN1364_polar,1544,10580,72446,1,1,1,1
LA35_DN1364_polar,1547,32614,223316,1,1,1,1
LA35_DN1364_polar,1568,107157,733709,1,1,1,1
LA35_DN1364_polar,1572,50085,342936,0.994,1,1,0.5
LA35_DN1364_polar,1579,37210348,254780686,0.998,2,2,1
LA35_DN1364_polar,1605,21708,148636,1,1,1,1
LA35_DN1364_polar,1634,2071530,14183847,0.995,2,2,1
LA35_DN1364_polar,1689,5170327,35401427,1,1,1,1
LA35_DN1364_polar,1690,26705,182851,1,1,1,1
LA35_DN1364_polar,1737,9405,64399,0.997,1,1,0.5
LA35_DN1364_polar,1767,14277,97759,1,1,1,1
LA35_DN1364_polar,1773,534354,3658746,1,2,1,1
LA35_DN1364_polar,1796,661877,4531901,1,1,1,1
LA35_DN1364_polar,1829,61298,419711,1,1,1,1
LA35_DN1364_polar,1830,11434,78294,0.961,1,1,0.333
LA35_DN1364_polar,1883,1385243,9484814,1,1,1,1
LA35_DN1364_polar,1891,22093,151271,1,1,1,1
LA35_DN1364_polar,1894,17064,116838,1,1,1,1
LA35_DN1364_polar,1922,53893,369008,1,1,1,1
LA35_DN1364_polar,1944,10363,70962,1,1,1,1
LA35_DN1364_polar,1954,8037,55033,1,1,1,1
LA35_DN1364_polar,1973,26023,178186,1,1,1,1
LA35_DN1364_polar,1998,7928,54287,1,1,1,1
LA35_DN1364_polar,2004,498530,3413459,1,1,1,1
LA35_DN1364_polar,2067,31410,215069,1,1,1,1
LA35_DN1364_polar,2107,10902,74651,1,1,1,1
LA35_DN1364_polar,2226,22213,152099,1,1,1,1
LA35_DN1364_polar,2273,26239,179660,1,1,1,1
LA35_DN1389_polar,5,11886403,81386663,0.715,14,3,1
LA35_DN1389_polar,8,34368919,235325314,0.751,10,6,0.462
LA35_DN1389_polar,14,18532785,126894691,0.934,13,2,0.667
LA35_DN1389_polar,29,27926460,191213545,0.877,16,5,1
LA35_DN1389_polar,54,24752843,169483673,1,15,2,1
LA35_DN1389_polar,57,155973,1067959,0.756,3,1,1
LA35_DN1389_polar,76,94422,646511,0.847,4,1,1
LA35_DN1389_polar,92,54239248,371378219,0.549,14,5,1
LA35_DN1389_polar,98,69622,476708,0.548,1,1,0.5
LA35_DN1389_polar,119,810496,5549499,0.965,4,2,1
LA35_DN1389_polar,130,44083990,301844778,0.999,7,3,1
LA35_DN1389_polar,148,18711,128118,0.958,1,1,0.333
LA35_DN1389_polar,149,22093962,151278208,0.74,8,3,1
LA35_DN1389_polar,163,248875,1704059,0.816,5,5,0.833
LA35_DN1389_polar,168,49186686,336783129,0.964,10,2,1
LA35_DN1389_polar,181,13871,94978,0.985,1,1,0.333
LA35_DN1389_polar,225,212523,1455156,0.837,3,2,1
LA35_DN1389_polar,256,164596,1126995,0.515,4,1,0.5
LA35_DN1389_polar,258,105547,722690,0.999,2,2,1
LA35_DN1389_polar,397,154003,1054470,0.726,2,1,0.5
LA35_DN1389_polar,427,69622,476708,0.999,1,1,1
LA35_DN1389_polar,433,17246088,118084629,0.939,8,1,1
LA35_DN1389_polar,458,131894,903083,0.913,4,1,1
LA35_DN1389_polar,484,43311,296553,0.588,1,1,0.333
LA35_DN1389_polar,495,219159,1500595,0.876,3,1,1
LA35_DN1389_polar,500,14093,96496,0.542,1,1,0.333
LA35_DN1389_polar,521,86350,591247,0.87,1,1,0.333
LA35_DN1389_polar,522,78778,539399,0.998,1,1,0.5
LA35_DN1389_polar,528,381863,2614633,0.999,3,2,1
LA35_DN1389_polar,530,27203,186264,0.876,1,1,0.333
LA35_DN1389_polar,564,15959,109273,0.753,2,2,0.667
LA35_DN1389_polar,583,24564,168195,0.537,2,2,0.5
LA35_DN1389_polar,584,46168,316116,0.92,3,3,0.75
LA35_DN1389_polar,587,190142,1301915,0.931,2,2,0.667
LA35_DN1389_polar,613,431672,2955676,0.912,4,1,0.5
LA35_DN1389_polar,627,4889964,33481774,0.953,7,3,0.75
LA35_DN1389_polar,646,1176785,8057498,0.739,5,4,1
LA35_DN1389_polar,659,26045,178337,0.995,1,1,0.5
LA35_DN1389_polar,704,112933,773262,0.563,2,1,0.5
LA35_DN1389_polar,719,27203,186264,0.938,1,1,0.5
LA35_DN1389_polar,726,24562,168177,0.994,1,1,0.5
LA35_DN1389_polar,760,378687,2592890,0.823,3,3,0.6
LA35_DN1389_polar,805,9153,62674,1,1,1,1
LA35_DN1389_polar,809,122097,836008,0.999,2,2,1
LA35_DN1389_polar,810,10406,71253,0.986,1,1,0.333
LA35_DN1389_polar,816,325282,2227223,0.999,2,2,1
LA35_DN1389_polar,830,20266,138764,0.668,2,2,0.667
LA35_DN1389_polar,852,40762,279099,0.576,3,1,1
LA35_DN1389_polar,877,51999,356040,0.998,1,1,0.5
LA35_DN1389_polar,880,118007,808000,0.897,1,1,0.333
LA35_DN1389_polar,887,93114,637558,0.851,1,1,0.333
LA35_DN1389_polar,917,110383,755797,0.984,1,1,0.5
LA35_DN1389_polar,921,188043,1287538,0.982,2,2,0.5
LA35_DN1389_polar,1007,26045,178337,0.87,1,1,0.5
LA35_DN1389_polar,1020,211065,1445176,0.999,1,1,1
LA35_DN1389_polar,1023,23212439,158936461,0.539,2,2,1
LA35_DN1389_polar,1027,84009,575217,0.87,1,1,0.5
LA35_DN1389_polar,1032,13959,95584,0.988,1,1,0.333
LA35_DN1389_polar,1034,8136577,55711456,0.904,1,1,0.5
LA35_DN1389_polar,1081,4388313,30046954,0.658,1,1,0.5
LA35_DN1389_polar,1108,22675,155256,0.786,2,2,0.667
LA35_DN1389_polar,1174,48022,328812,0.999,1,1,1
LA35_DN1389_polar,1179,452342,3097204,0.909,2,1,1
LA35_DN1389_polar,1201,4447078,30449315,0.686,3,3,1
LA35_DN1389_polar,1209,16472,112785,1,1,1,1
LA35_DN1389_polar,1213,14403,98623,0.965,1,1,0.5
LA35_DN1389_polar,1253,1456166,9970426,0.995,3,1,1
LA35_DN1389_polar,1271,41808,286263,1,1,1,1
LA35_DN1389_polar,1289,12452,85259,1,1,1,1
LA35_DN1389_polar,1317,28775,197028,1,1,1,1
LA35_DN1389_polar,1353,40863,279791,1,1,1,1
LA35_DN1389_polar,1359,1280327,8766453,0.989,1,1,0.5
LA35_DN1389_polar,1368,76827,526040,1,1,1,1
LA35_DN1389_polar,1389,37398,256070,1,1,1,1
LA35_DN1389_polar,1395,912362,6246983,1,1,1,1
LA35_DN1389_polar,1399,12833,87869,1,1,1,1
LA35_DN1389_polar,1410,119523,818381,1,1,1,1
LA35_DN1389_polar,1411,7616,52149,1,1,1,1
LA35_DN1389_polar,1417,430348,2946612,1,1,1,1
LA35_DN1389_polar,1461,128982,883147,0.998,1,1,0.5
LA35_DN1389_polar,1465,8707,59622,1,1,1,1
LA35_DN1389_polar,1477,7274,49811,0.999,1,1,1
LA35_DN1389_polar,1506,74815,512265,1,1,1,1
LA35_DN1389_polar,1534,15737,107757,0.993,1,1,0.5
LA35_DN1389_polar,1547,31792,217686,1,1,1,1
LA35_DN1389_polar,1568,83869,574254,1,1,1,1
LA35_DN1389_polar,1572,37013,253433,0.994,1,1,0.5
LA35_DN1389_polar,1579,34165452,233932166,0.998,2,2,1
LA35_DN1389_polar,1634,1770549,12123022,0.994,2,2,1
LA35_DN1389_polar,1646,17609,120572,0.629,1,1,0.5
LA35_DN1389_polar,1689,4239188,29025888,1,1,1,1
LA35_DN1389_polar,1690,24407,167122,1,1,1,1
LA35_DN1389_polar,1767,19873,136073,1,1,1,1
LA35_DN1389_polar,1773,99216,679339,1,1,1,1
LA35_DN1389_polar,1796,637611,4365751,1,1,1,1
LA35_DN1389_polar,1829,64501,441641,1,1,1,1
LA35_DN1389_polar,1830,7701,52733,0.961,1,1,0.333
LA35_DN1389_polar,1883,1413898,9681019,1,1,1,1
LA35_DN1389_polar,1891,21861,149688,1,1,1,1
LA35_DN1389_polar,1911,17664,120950,1,1,1,1
LA35_DN1389_polar,1922,348795,2388215,1,1,1,1
LA35_DN1389_polar,1954,7797,53391,1,1,1,1
LA35_DN1389_polar,1973,34545,236535,1,1,1,1
LA35_DN1389_polar,2004,396860,2717319,1,1,1,1
LA35_DN1389_polar,2067,9268,63463,1,1,1,1
LA35_DN1389_polar,2107,11808,80853,1,1,1,1
LA35_DN1389_polar,2226,10478,71746,1,1,1,1
LA35_DN1389_polar,2292,10372,71023,1,1,1,1
LA35_DN1390_polar,5,17101240,117092851,0.725,14,3,1
LA35_DN1390_polar,8,32428918,222042050,0.744,11,5,0.385
LA35_DN1390_polar,14,33095899,226608898,0.949,15,2,0.667
LA35_DN1390_polar,29,27153508,185921112,0.875,16,5,1
LA35_DN1390_polar,54,23549404,161243674,0.999,17,2,1
LA35_DN1390_polar,92,70734736,484323457,0.587,15,5,1
LA35_DN1390_polar,98,15033,102933,0.548,1,1,0.5
LA35_DN1390_polar,119,1164988,7976721,0.966,4,2,1
LA35_DN1390_polar,130,57515892,393813527,0.998,7,3,1
LA35_DN1390_polar,148,31640,216642,0.71,3,1,0.333
LA35_DN1390_polar,149,38344188,262544131,0.72,10,3,1
LA35_DN1390_polar,163,193905,1327679,0.816,5,5,0.833
LA35_DN1390_polar,168,64743926,443304150,0.951,9,2,1
LA35_DN1390_polar,181,17818,122006,0.985,1,1,0.333
LA35_DN1390_polar,225,202008,1383163,0.656,4,2,1
LA35_DN1390_polar,258,73659,504346,0.991,1,1,0.5
LA35_DN1390_polar,283,66813,457474,0.665,4,3,0.429
LA35_DN1390_polar,347,25778,176507,0.815,2,2,0.5
LA35_DN1390_polar,397,107649,737081,0.998,1,1,0.5
LA35_DN1390_polar,427,15033,102933,0.999,1,1,1
LA35_DN1390_polar,433,30483897,208724415,0.954,8,1,1
LA35_DN1390_polar,458,112903,773056,0.829,4,1,1
LA35_DN1390_polar,484,59370,406513,0.588,1,1,0.333
LA35_DN1390_polar,500,11314,77472,0.542,1,1,0.333
LA35_DN1390_polar,521,96434,660291,0.926,2,2,0.667
LA35_DN1390_polar,522,99560,681696,0.998,1,1,0.5
LA35_DN1390_polar,528,174043,1191682,0.999,2,2,1
LA35_DN1390_polar,530,34398,235529,0.876,1,1,0.333
LA35_DN1390_polar,583,25900,177338,0.535,2,2,0.5
LA35_DN1390_polar,587,358968,2457868,0.985,2,2,0.667
LA35_DN1390_polar,613,664227,4547987,0.997,4,1,0.5
LA35_DN1390_polar,627,7538422,51615868,0.948,6,3,0.75
LA35_DN1390_polar,637,68412,468423,0.503,2,2,0.4
LA35_DN1390_polar,646,899238,6157119,0.783,5,4,1
LA35_DN1390_polar,659,17427,119326,0.995,1,1,0.5
LA35_DN1390_polar,663,92230,631505,0.955,4,1,1
LA35_DN1390_polar,704,74403,509446,0.97,2,1,0.5
LA35_DN1390_polar,719,34398,235529,0.938,1,1,0.5
LA35_DN1390_polar,726,25504,174633,0.994,1,1,0.5
LA35_DN1390_polar,760,635732,4352887,0.847,3,3,0.6
LA35_DN1390_polar,777,11713,80204,1,1,1,1
LA35_DN1390_polar,805,18497,126652,0.758,2,1,1
LA35_DN1390_polar,808,7701,52729,0.946,1,1,0.5
LA35_DN1390_polar,809,108231,741068,0.998,2,2,1
LA35_DN1390_polar,816,677484,4638761,0.996,2,2,1
LA35_DN1390_polar,877,22197,151989,0.998,1,1,0.5
LA35_DN1390_polar,880,84698,579934,0.897,1,1,0.333
LA35_DN1390_polar,887,177854,1217779,0.851,1,1,0.333
LA35_DN1390_polar,912,7050,48271,0.997,1,1,0.5
LA35_DN1390_polar,917,10397,71194,0.984,1,1,0.5
LA35_DN1390_polar,921,135250,926065,0.98,2,2,0.5
LA35_DN1390_polar,973,11607,79475,0.955,1,1,0.5
LA35_DN1390_polar,1007,17427,119326,0.87,1,1,0.5
LA35_DN1390_polar,1020,248249,1699771,1,2,1,1
LA35_DN1390_polar,1023,22441282,153656323,0.579,2,2,1
LA35_DN1390_polar,1027,300295,2056136,0.87,1,1,0.5
LA35_DN1390_polar,1032,13581,92992,0.988,1,1,0.333
LA35_DN1390_polar,1033,34897,238941,0.92,2,2,1
LA35_DN1390_polar,1034,8172761,55959210,0.904,1,1,0.5
LA35_DN1390_polar,1057,22092,151270,1,1,1,1
LA35_DN1390_polar,1081,6853300,46924810,0.658,1,1,0.5
LA35_DN1390_polar,1117,17244,118075,1,1,1,1
LA35_DN1390_polar,1157,7896,54066,0.996,1,1,0.5
LA35_DN1390_polar,1174,20421,139828,0.999,1,1,1
LA35_DN1390_polar,1179,422751,2894594,0.89,2,1,1
LA35_DN1390_polar,1201,6791378,46500832,0.732,3,3,1
LA35_DN1390_polar,1213,23997,164314,0.965,1,1,0.5
LA35_DN1390_polar,1253,1082950,7415002,0.995,3,1,1
LA35_DN1390_polar,1271,60428,413757,1,1,1,1
LA35_DN1390_polar,1289,37638,257712,1,1,1,1
LA35_DN1390_polar,1317,37606,257492,1,1,1,1
LA35_DN1390_polar,1353,25481,174475,1,1,1,1
LA35_DN1390_polar,1359,1129071,7730798,0.989,1,1,0.5
LA35_DN1390_polar,1368,111379,762616,1,1,1,1
LA35_DN1390_polar,1389,32309,221221,1,1,1,1
LA35_DN1390_polar,1395,920461,6302435,1,1,1,1
LA35_DN1390_polar,1410,108444,742523,1,1,1,1
LA35_DN1390_polar,1417,976910,6688940,1,1,1,1
LA35_DN1390_polar,1461,197811,1354424,0.998,1,1,0.5
LA35_DN1390_polar,1465,7681,52597,1,1,1,1
LA35_DN1390_polar,1477,8352,57190,0.999,1,1,1
LA35_DN1390_polar,1534,10699,73260,0.993,1,1,0.5
LA35_DN1390_polar,1544,11674,79938,1,1,1,1
LA35_DN1390_polar,1547,30892,211520,1,1,1,1
LA35_DN1390_polar,1568,158369,1084362,1,1,1,1
LA35_DN1390_polar,1572,43939,300856,0.994,1,1,0.5
LA35_DN1390_polar,1579,42836721,293304674,0.998,2,2,1
LA35_DN1390_polar,1634,2982810,20423417,0.998,2,2,1
LA35_DN1390_polar,1646,16747,114671,0.629,1,1,0.5
LA35_DN1390_polar,1689,6050814,41430159,1,1,1,1
LA35_DN1390_polar,1690,23084,158058,1,1,1,1
LA35_DN1390_polar,1737,10132,69375,0.997,1,1,0.5
LA35_DN1390_polar,1767,15121,103540,1,1,1,1
LA35_DN1390_polar,1773,33951,232466,1,1,1,1
LA35_DN1390_polar,1796,761300,5212651,1,1,1,1
LA35_DN1390_polar,1829,56380,386039,1,1,1,1
LA35_DN1390_polar,1883,1304020,8928679,1,1,1,1
LA35_DN1390_polar,1891,21698,148567,1,1,1,1
LA35_DN1390_polar,1911,21919,150081,1,1,1,1
LA35_DN1390_polar,1922,12781,87513,1,1,1,1
LA35_DN1390_polar,1973,34836,238525,1,1,1,1
LA35_DN1390_polar,2004,418001,2862073,1,1,1,1
LA35_DN1390_polar,2067,148851,1019190,1,1,1,1
LA35_DN1390_polar,2226,27378,187461,1,1,1,1
LA35_DN1390_polar,2398,8591,58827,1,1,1,1
LA35_DN2174_polar,5,11802302,74781546,0.699,16,3,1
LA35_DN2174_polar,8,33298292,210984071,0.78,10,5,0.385
LA35_DN2174_polar,14,19337202,122524053,0.932,13,2,0.667
LA35_DN2174_polar,29,21698563,137486064,0.79,16,5,1
LA35_DN2174_polar,54,27732171,175716108,0.998,17,2,1
LA35_DN2174_polar,76,83983,532137,0.73,4,1,1
LA35_DN2174_polar,92,58720241,372062190,0.527,14,5,1
LA35_DN2174_polar,119,1807791,11454499,0.969,4,2,1
LA35_DN2174_polar,130,49148139,311411602,0.999,7,3,1
LA35_DN2174_polar,148,33836,214391,0.775,3,1,0.333
LA35_DN2174_polar,149,22798822,144457510,0.747,8,3,1
LA35_DN2174_polar,163,232510,1473226,0.819,5,5,0.833
LA35_DN2174_polar,168,54060503,342537238,0.97,10,2,1
LA35_DN2174_polar,172,12135,76892,1,1,1,1
LA35_DN2174_polar,181,8566,54277,0.985,1,1,0.333
LA35_DN2174_polar,225,400413,2537095,0.966,3,2,1
LA35_DN2174_polar,258,98504,624142,0.998,2,2,1
LA35_DN2174_polar,283,126837,803665,0.799,3,3,0.429
LA35_DN2174_polar,313,7213,45705,0.996,1,1,0.333
LA35_DN2174_polar,397,108770,689191,0.994,2,1,0.5
LA35_DN2174_polar,427,17297,109601,0.999,1,1,1
LA35_DN2174_polar,433,18106114,114723652,0.938,10,1,1
LA35_DN2174_polar,484,65283,413646,0.588,1,1,0.333
LA35_DN2174_polar,495,178371,1130196,0.869,2,1,1
LA35_DN2174_polar,500,16614,105273,0.542,1,1,0.333
LA35_DN2174_polar,521,86862,550377,0.916,2,2,0.667
LA35_DN2174_polar,522,80180,508040,0.998,1,1,0.5
LA35_DN2174_polar,528,1204925,7634628,1,3,2,1
LA35_DN2174_polar,530,159036,1007684,0.876,1,1,0.333
LA35_DN2174_polar,564,33928,214975,0.893,2,2,0.667
LA35_DN2174_polar,573,6829,43274,0.999,1,1,1
LA35_DN2174_polar,583,66420,420850,0.533,2,2,0.5
LA35_DN2174_polar,584,51164,324189,0.9,4,3,0.75
LA35_DN2174_polar,587,227818,1443501,0.963,3,3,1
LA35_DN2174_polar,613,513765,3255313,0.996,3,1,0.5
LA35_DN2174_polar,622,47262,299466,0.537,3,3,1
LA35_DN2174_polar,627,4882626,30937213,0.951,3,3,0.75
LA35_DN2174_polar,646,974686,6175790,0.871,5,4,1
LA35_DN2174_polar,663,65283,413646,1,1,1,1
LA35_DN2174_polar,680,222261,1408291,0.523,5,2,0.667
LA35_DN2174_polar,704,82580,523247,0.967,2,1,0.5
LA35_DN2174_polar,719,159036,1007684,0.938,1,1,0.5
LA35_DN2174_polar,726,13239,83889,0.994,1,1,0.5
LA35_DN2174_polar,760,279107,1768479,0.766,3,3,0.6
LA35_DN2174_polar,777,11530,73060,1,1,1,1
LA35_DN2174_polar,805,7951,50383,1,1,1,1
LA35_DN2174_polar,808,8272,52418,0.946,1,1,0.5
LA35_DN2174_polar,809,98609,624807,1,2,2,1
LA35_DN2174_polar,816,283627,1797114,0.999,2,2,1
LA35_DN2174_polar,819,25371,160760,0.693,2,1,0.5
LA35_DN2174_polar,877,59629,377826,0.998,1,1,0.5
LA35_DN2174_polar,880,290814,1842651,0.897,1,1,0.333
LA35_DN2174_polar,887,92434,585678,0.851,1,1,0.333
LA35_DN2174_polar,917,23898,151424,0.984,1,1,0.5
LA35_DN2174_polar,921,139860,886184,0.96,2,2,0.5
LA35_DN2174_polar,973,8560,54239,0.955,1,1,0.5
LA35_DN2174_polar,998,10937,69299,0.995,1,1,0.5
LA35_DN2174_polar,1020,235755,1493789,0.999,1,1,1
LA35_DN2174_polar,1023,24815949,157238397,0.536,2,2,1
LA35_DN2174_polar,1027,97654,618756,0.87,1,1,0.5
LA35_DN2174_polar,1034,8122641,51466541,0.904,1,1,0.5
LA35_DN2174_polar,1057,64801,410594,0.994,2,1,1
LA35_DN2174_polar,1081,4650449,29466101,0.658,1,1,0.5
LA35_DN2174_polar,1108,18617,117965,0.648,2,2,0.667
LA35_DN2174_polar,1117,8722,55269,1,1,1,1
LA35_DN2174_polar,1174,146716,929624,0.999,1,1,1
LA35_DN2174_polar,1179,353927,2242550,0.895,2,1,1
LA35_DN2174_polar,1201,4966854,31470897,0.683,3,3,1
LA35_DN2174_polar,1209,46828,296714,1,1,1,1
LA35_DN2174_polar,1213,20325,128783,0.965,1,1,0.5
LA35_DN2174_polar,1253,1112707,7050316,0.996,3,1,1
LA35_DN2174_polar,1271,20189,127922,1,1,1,1
LA35_DN2174_polar,1289,10623,67309,1,1,1,1
LA35_DN2174_polar,1313,28610,181282,0.605,2,2,0.667
LA35_DN2174_polar,1317,24240,153595,1,1,1,1
LA35_DN2174_polar,1353,43222,273865,1,1,1,1
LA35_DN2174_polar,1359,1036288,6566116,0.989,1,1,0.5
LA35_DN2174_polar,1368,111179,704456,1,1,1,1
LA35_DN2174_polar,1389,14407,91290,1,1,1,1
LA35_DN2174_polar,1395,792641,5022323,1,1,1,1
LA35_DN2174_polar,1399,10501,66541,1,1,1,1
LA35_DN2174_polar,1410,134299,850945,1,1,1,1
LA35_DN2174_polar,1411,7211,45696,1,1,1,1
LA35_DN2174_polar,1417,429013,2718308,1,1,1,1
LA35_DN2174_polar,1461,115282,730453,0.998,1,1,0.5
LA35_DN2174_polar,1477,10314,65356,0.999,1,1,1
LA35_DN2174_polar,1506,8691,55071,1,1,1,1
LA35_DN2174_polar,1534,29418,186403,0.993,1,1,0.5
LA35_DN2174_polar,1544,8207,52001,1,1,1,1
LA35_DN2174_polar,1547,23074,146207,1,1,1,1
LA35_DN2174_polar,1568,56954,360874,1,1,1,1
LA35_DN2174_polar,1572,35251,223361,0.994,1,1,0.5
LA35_DN2174_polar,1579,38375604,243154849,0.998,2,2,1
LA35_DN2174_polar,1605,7017,44467,1,1,1,1
LA35_DN2174_polar,1634,1802319,11419824,0.994,2,2,1
LA35_DN2174_polar,1646,16997,107700,0.629,1,1,0.5
LA35_DN2174_polar,1689,4775042,30255541,1,1,1,1
LA35_DN2174_polar,1690,28851,182810,1,1,1,1
LA35_DN2174_polar,1737,9031,57226,0.997,1,1,0.5
LA35_DN2174_polar,1767,17892,113370,1,1,1,1
LA35_DN2174_polar,1773,93056,589621,1,1,1,1
LA35_DN2174_polar,1796,748228,4740910,1,1,1,1
LA35_DN2174_polar,1829,55973,354658,1,1,1,1
LA35_DN2174_polar,1883,1567267,9930496,1,1,1,1
LA35_DN2174_polar,1891,18830,119314,1,1,1,1
LA35_DN2174_polar,1954,19257,122021,1,1,1,1
LA35_DN2174_polar,1973,22338,141543,1,1,1,1
LA35_DN2174_polar,2004,361335,2289485,1,1,1,1
LA35_DN2174_polar,2067,6807,43135,1,1,1,1
LA35_DN2174_polar,2107,6940,43978,1,1,1,1
LA35_DN2174_polar,2226,17099,108344,1,1,1,1
LA35_DN2174_polar,2292,16269,103089,1,1,1,1
LA36_DN638_polar,5,6034715,16587621,0.547,8,2,0.667
LA36_DN638_polar,8,3550594,9759517,0.797,8,4,0.308
LA36_DN638_polar,13,5701982,15673037,0.963,6,4,0.571
LA36_DN638_polar,14,21111094,58028063,0.604,17,2,0.667
LA36_DN638_polar,18,10562661,29033585,0.999,14,2,1
LA36_DN638_polar,41,301250,828048,0.879,5,2,0.333
LA36_DN638_polar,54,6973948,19169290,0.71,11,2,1
LA36_DN638_polar,71,55496,152542,0.59,2,2,0.667
LA36_DN638_polar,76,466580,1282488,0.908,4,1,1
LA36_DN638_polar,112,28815,79205,0.641,2,1,0.333
LA36_DN638_polar,119,3247549,8926537,0.972,5,2,1
LA36_DN638_polar,148,96095,264138,0.953,3,2,0.667
LA36_DN638_polar,149,9085823,24974202,0.503,3,1,0.333
LA36_DN638_polar,198,33454,91956,0.996,1,1,0.5
LA36_DN638_polar,225,864433,2376069,0.998,7,2,1
LA36_DN638_polar,256,506298,1391663,0.946,7,2,1
LA36_DN638_polar,283,290723,799112,0.606,4,3,0.429
LA36_DN638_polar,287,62678,172283,0.87,2,2,0.667
LA36_DN638_polar,307,30775,84591,0.999,1,1,1
LA36_DN638_polar,327,97069,266816,0.838,1,1,0.5
LA36_DN638_polar,367,142376,391349,0.948,3,1,1
LA36_DN638_polar,397,122635,337089,0.847,4,1,0.5
LA36_DN638_polar,403,1925504,5292634,0.857,4,1,1
LA36_DN638_polar,406,342098,940325,0.523,5,1,1
LA36_DN638_polar,419,3644730,10018270,0.971,3,2,0.5
LA36_DN638_polar,433,10274898,28242613,0.909,5,1,1
LA36_DN638_polar,437,353064,970469,0.506,2,2,0.5
LA36_DN638_polar,444,134762,370421,0.959,3,1,1
LA36_DN638_polar,458,33296,91521,0.577,2,1,1
LA36_DN638_polar,484,54788,150597,0.588,1,1,0.333
LA36_DN638_polar,522,11750,32297,0.998,1,1,0.5
LA36_DN638_polar,547,201170,552957,0.979,3,1,1
LA36_DN638_polar,558,18652,51269,0.991,1,1,0.333
LA36_DN638_polar,573,43291,118994,0.999,1,1,1
LA36_DN638_polar,669,62678,172283,0.712,2,2,0.667
LA36_DN638_polar,680,98049,269508,0.991,2,2,0.667
LA36_DN638_polar,704,78367,215409,0.927,2,1,0.5
LA36_DN638_polar,729,161773,444666,0.776,4,1,1
LA36_DN638_polar,777,90748,249441,1,1,1,1
LA36_DN638_polar,790,14423,39646,1,1,1,1
LA36_DN638_polar,852,421310,1158054,0.688,3,1,1
LA36_DN638_polar,880,708537,1947556,0.897,1,1,0.333
LA36_DN638_polar,887,112661,309672,0.851,1,1,0.333
LA36_DN638_polar,912,29167,80173,0.997,1,1,0.5
LA36_DN638_polar,918,16434,45173,0.954,1,1,0.5
LA36_DN638_polar,948,63900,175643,0.986,2,2,1
LA36_DN638_polar,1001,24211,66551,0.908,2,2,1
LA36_DN638_polar,1026,65729,180671,0.999,1,1,1
LA36_DN638_polar,1177,150191,412829,0.996,2,2,1
LA36_DN638_polar,1193,34536,94930,0.999,1,1,1
LA36_DN638_polar,1209,53399,146780,1,1,1,1
LA36_DN638_polar,1213,158539,435777,0.965,1,1,0.5
LA36_DN638_polar,1279,24211,66551,0.725,2,2,1
LA36_DN638_polar,1292,15575,42813,1,1,1,1
LA36_DN638_polar,1394,547298,1504359,1,1,1,1
LA36_DN638_polar,1410,61014,167710,1,1,1,1
LA36_DN638_polar,1411,41257,113404,1,1,1,1
LA36_DN638_polar,1417,296906,816107,1,1,1,1
