feature_id,cluster_rt,cluster_mz
377_0,2.812026,195.812137
615_1,2.812026,245.010350
53_1,4.018422,115.004635
1641_0,1.304031,455.061955
698_2,5.526417,261.085630
105_1,4.068689,133.015080
2913_0,4.269755,723.192455
2918_0,4.370288,724.193568
287_0,1.304031,177.054450
835_0,1.354298,293.063750
1001_0,6.682547,323.097125
1005_0,6.632281,324.103028
646_0,6.632281,251.017025
843_0,6.632281,295.008495
720_3,7.386278,267.073145
1945_0,5.023752,511.071565
59_0,1.354298,117.016440
1545_0,1.304031,435.092395
490_0,1.354298,218.104853
2234_0,1.203498,576.124718
1017_1,3.113625,327.058465
493_1,5.425884,219.082015
1807_0,2.962826,487.107135
1410_0,6.582014,406.165513
502_0,1.404564,220.792049
965_0,3.767090,317.037760
1293_0,2.812026,383.048915
1297_0,2.460161,383.551866
1612_0,1.505097,449.074440
3087_0,2.058029,767.107285
3090_0,2.259095,768.113188
3697_0,2.259095,870.212293
3706_0,2.259095,871.213406
19_1,7.185212,99.005995
46_5,7.336012,113.026360
638_1,7.336012,249.062700
722_0,7.386278,268.074258
856_3,7.436545,297.149630
1099_2,7.336012,340.202258
2142_0,7.386278,557.132320
607_0,1.655897,243.060815
526_0,6.179882,226.003583
1109_1,6.129616,342.113473
1168_0,6.330682,355.065665
1316_1,6.129616,387.110845
2795_0,6.129616,683.224596
838_1,4.018422,293.126020
1599_0,1.203498,447.091375
5230_1,4.269755,1132.599569
5234_0,4.420554,1133.581521
624_2,4.973486,247.036525
999_1,5.023752,323.039645
1003_0,4.923219,323.542596
70_0,1.605630,121.030470
2305_0,1.555364,587.136955
2309_0,1.304031,588.142858
90_0,3.566024,128.957940
849_0,3.566024,296.881390
1277_0,3.566024,380.840720
2110_0,3.566024,548.764169
2039_0,6.330682,532.593089
2459_0,5.626950,613.271261
4124_0,4.068689,929.071960
2415_0,3.917889,607.034665
988_0,2.460161,321.023050
989_1,2.761760,321.066160
995_0,2.359628,322.028953
999_0,2.409894,323.039645
756_0,2.359628,275.149105
764_0,2.359628,276.155008
263_1,3.666557,173.045210
2302_1,6.933880,586.792074
195_0,1.153232,158.014153
200_0,1.153232,159.010475
212_2,8.743474,161.065390
216_4,8.341342,162.047343
430_4,8.743474,205.032910
2409_0,9.045073,605.195300
2978_1,5.074019,739.186305
2980_1,5.124285,740.192208
1008_1,2.962826,325.089770
221_0,2.912559,163.038875
3397_2,3.566024,827.490176
438_0,3.917889,207.049505
2467_1,3.616290,616.423089
2472_1,3.616290,617.424201
3133_0,4.118955,778.473984
3146_0,3.716823,779.475096
3318_0,3.415224,814.451764
3328_0,3.616290,815.452876
3338_0,3.515757,816.449199
3352_0,3.515757,817.455101
664_1,4.169222,255.050215
403_0,1.253765,200.094408
2336_0,1.404564,593.090940
1197_0,1.253765,361.187300
45_0,2.460161,112.983250
766_0,2.661227,277.036370
1269_1,2.460161,379.101945
1273_0,2.460161,380.107848
772_0,2.460161,278.042273
2372_0,1.404564,599.102405
2378_0,1.454831,600.108308
293_4,5.425884,179.056675
112_0,5.375618,135.026885
449_2,5.425884,209.066100
643_0,1.706163,250.073393
1139_0,1.605630,349.058990
925_0,1.655897,311.112515
989_0,1.505097,321.066160
3276_0,1.605630,807.146995
358_0,1.856963,193.053090
517_0,1.706163,223.134365
594_0,1.555364,241.106490
1607_0,1.203498,448.097278
1040_1,3.364958,331.067705
1753_1,3.767090,477.067270
5237_0,7.285745,1134.017413
5239_0,7.336012,1134.520364
1729_1,2.610960,473.072400
106_0,2.108295,133.048610
1563_1,4.671887,439.087265
2040_0,5.928550,532.775109
4905_0,3.364958,1066.162103
693_1,5.476151,260.022248
784_0,5.425884,282.003613
871_0,1.253765,300.996010
1445_0,3.616290,415.031825
1536_0,3.616290,434.009853
1038_0,3.616290,330.995855
5700_0,4.521087,1265.589461
4257_1,5.174552,951.110805
5689_0,5.325351,1256.148348
136_2,5.878283,142.049043
708_1,5.325351,263.102225
346_2,5.727483,191.055655
4542_0,5.626950,999.940187
4544_0,5.626950,1000.438349
115_0,2.761760,136.037578
474_0,2.711493,215.997247
244_2,4.621620,169.012020
1110_0,4.822686,343.066685
1117_0,4.671887,344.067798
2809_0,4.671887,687.138035
2698_0,8.542408,659.173945
230_3,6.129616,165.041100
4829_0,6.129616,1050.958605
4830_0,6.179882,1051.461556
1056_1,9.145606,333.060350
53_0,2.912559,115.004635
150_0,2.912559,147.030655
945_1,2.962826,314.053583
2531_1,2.862293,629.111830
27_0,2.812026,103.048765
618_0,1.153232,245.091780
157_1,7.134946,149.008930
196_0,2.812026,158.042893
164_1,2.862293,151.001575
455_1,2.761760,211.025215
736_1,3.767090,271.044065
1045_0,3.314691,332.073608
347_0,1.203498,191.074815
521_2,3.515757,224.801290
329_0,2.460161,187.022465
293_3,4.521087,179.056675
2427_0,2.058029,609.089580
2435_0,2.058029,610.090693
2671_1,7.386278,654.154013
2674_1,7.386278,654.656964
2677_1,7.386278,655.155125
2680_0,7.336012,655.658077
1111_0,1.203498,343.114585
1758_0,1.304031,478.106703
2035_0,4.772420,532.070978
4306_1,4.470821,957.946152
5081_0,5.023752,1102.561404
5086_0,4.671887,1103.557726
210_2,3.867623,161.022280
1909_0,3.515757,505.098420
2689_0,3.867623,657.109450
2695_0,3.817356,658.110563
1932_0,3.817356,509.093290
1131_1,3.767090,347.023235
2697_2,3.767090,659.126045
236_1,4.018422,167.000215
639_2,6.783080,249.086650
2425_1,6.481481,608.596209
0_0,1.806696,85.028740
2_0,1.856963,87.007015
91_0,1.907229,129.020210
155_0,1.856963,148.031768
882_0,1.756430,302.054603
886_0,1.203498,303.050925
1772_0,2.560694,481.062140
477_0,1.856963,216.088258
3060_0,2.711493,761.100610
101_0,3.013092,131.070335
3068_0,2.862293,763.102835
1196_1,3.013092,361.148980
1112_1,3.113625,343.138535
157_0,5.375618,149.008930
5178_0,8.341342,1121.980112
566_0,1.605630,235.023175
1713_0,1.253765,471.103705
697_0,1.153232,261.037730
3125_0,1.153232,777.094460
2238_0,1.153232,577.063560
165_0,2.058029,151.025525
168_0,1.153232,152.007478
230_0,1.102965,165.041100
273_0,1.404564,175.023485
279_0,1.153232,176.029388
292_0,1.404564,179.032725
295_0,1.253765,180.033838
303_0,1.253765,181.068480
346_0,2.108295,191.055655
357_0,1.354298,193.033930
359_0,1.153232,193.105780
362_0,1.153232,193.182420
365_0,1.153232,193.287801
369_0,1.153232,194.030253
375_0,1.304031,195.050525
469_0,1.153232,215.058405
476_0,1.856963,216.049938
676_0,1.153232,257.071600
683_0,1.153232,258.077503
755_0,1.153232,275.086835
788_0,1.153232,283.052625
827_0,1.304031,291.075895
876_0,1.153232,301.154080
883_0,1.153232,302.073763
887_0,1.153232,303.074875
974_0,1.203498,319.083095
976_0,1.756430,319.174105
979_0,1.153232,319.269906
984_0,1.153232,320.084208
990_0,1.153232,321.085320
1122_0,1.354298,345.073700
1355_0,1.153232,395.177225
1635_0,1.605630,453.102840
1716_0,1.153232,471.213876
1719_0,1.153232,471.333626
1731_0,1.655897,473.110720
1834_0,1.856963,493.099440
2239_0,2.661227,577.135410
2385_0,1.354298,601.119000
2419_0,1.153232,607.135255
2493_0,1.153232,623.129105
3334_0,1.153232,815.586996
3343_0,1.153232,816.578529
176_0,1.153232,154.000123
1353_0,1.153232,395.138905
1358_0,1.153232,396.140018
2245_0,1.153232,578.064673
3340_0,1.153232,816.501889
3425_0,1.153232,831.494626
3506_0,1.153232,841.510541
1783_0,3.264425,483.078735
844_0,3.314691,295.046815
4906_0,6.582014,1066.190843
447_1,6.330682,209.027780
1143_0,1.505097,349.188320
145_2,5.978816,145.061960
781_0,6.481481,281.088720
4244_0,6.531748,948.682269
1754_0,1.253765,477.100800
5066_0,7.637611,1098.509054
5068_0,7.738144,1099.510166
4989_0,7.587344,1082.998995
4990_0,7.888943,1083.501946
4992_0,6.833347,1083.990527
5029_0,7.587344,1089.000880
5035_0,7.587344,1089.508621
5038_0,7.436545,1090.011573
266_2,6.632281,174.051113
590_4,9.095339,241.010690
2234_1,5.777750,576.124718
5325_0,5.777750,1153.258891
5330_0,5.777750,1154.269583
5335_1,5.727483,1155.280276
5436_0,5.727483,1175.240256
4029_0,1.454831,915.161765
4035_0,1.454831,916.167668
1200_0,1.454831,363.074565
327_3,6.230149,186.078833
331_1,6.732814,187.070365
709_0,2.761760,263.140545
160_0,1.304031,149.061620
504_0,1.253765,221.045920
584_0,1.404564,239.056365
586_0,1.354298,239.133005
589_0,1.354298,240.057478
592_0,1.354298,241.068170
2839_0,1.404564,697.139580
2841_0,1.404564,698.145483
515_0,5.576684,223.043355
3713_0,6.632281,871.893587
3719_0,6.632281,872.391748
1986_0,2.359628,519.113995
244_3,6.280415,169.012020
1121_0,6.129616,345.044960
1127_0,6.230149,346.050863
2810_1,6.230149,687.161985
2826_0,6.230149,691.104165
2429_0,3.415224,609.147060
1728_0,2.962826,473.034080
1735_0,2.912559,474.039983
447_2,8.240809,209.027780
2252_0,6.682547,578.778384
2260_1,6.682547,579.784287
5352_0,6.682547,1158.580594
100_1,6.682547,131.046385
1612_1,4.018422,449.074440
395_0,1.655897,199.098085
31_0,4.118955,105.017460
3872_0,4.068689,894.502444
4868_0,4.068689,1059.580626
202_1,3.566024,159.048795
330_1,3.566024,187.041625
430_1,4.320021,205.032910
459_0,3.616290,212.922060
66_0,2.259095,119.047405
440_0,2.058029,207.102195
444_0,2.007762,208.103308
1306_0,2.007762,385.113410
1334_0,2.058029,390.181243
1422_0,2.058029,409.144900
1725_0,2.058029,472.143138
1770_0,2.058029,480.310108
3223_0,2.058029,797.322681
3229_0,2.058029,798.323793
3234_0,2.058029,799.334486
354_1,5.677217,192.056768
358_3,5.677217,193.053090
1296_0,5.677217,383.120765
348_1,5.677217,191.122715
330_0,1.655897,187.041625
1124_0,1.605630,345.155130
1129_0,1.655897,346.161033
5_0,1.605630,89.023610
2076_0,1.907229,540.333748
1519_0,1.655897,431.097525
1527_0,1.555364,432.103428
2509_0,4.571354,625.270241
2240_0,2.359628,577.154570
151_1,3.968156,147.045025
439_1,4.169222,207.083035
234_0,3.364958,166.061373
1370_0,5.727483,398.228463
1371_0,5.727483,398.731414
1880_2,5.727483,502.262733
4596_0,4.470821,1009.548951
5693_0,7.386278,1262.097543
5695_0,7.738144,1263.079495
5495_0,8.743474,1190.022233
131_2,8.140276,141.019190
201_4,7.738144,159.029635
733_1,7.738144,270.780614
1623_0,7.738144,451.009605
1605_0,2.761760,448.054168
1546_0,1.454831,435.130715
273_2,5.023752,175.023485
2068_0,2.460161,539.174565
992_1,6.732814,321.128430
2798_0,6.431215,684.101168
1105_1,6.179882,341.145890
1111_3,6.179882,343.114585
1323_2,6.179882,388.116748
1803_0,6.129616,486.182663
2800_0,6.179882,684.225708
2801_0,6.380948,684.599329
1923_2,6.179882,507.172495
2926_0,1.706163,725.376701
1274_0,4.068689,380.155748
1647_2,6.984146,456.096598
4018_0,6.481481,913.183490
4024_0,6.682547,914.184603
207_0,2.812026,160.059488
1289_0,2.610960,382.076543
3079_0,2.510427,765.167330
1306_1,4.269755,385.113410
815_0,1.454831,289.035350
2466_0,1.806696,616.102158
4774_0,1.404564,1040.281668
5443_0,1.304031,1176.298848
1870_0,4.219488,500.241348
1872_0,4.219488,500.744299
3192_0,4.169222,793.437981
4552_0,3.968156,1001.501731
4557_0,4.018422,1002.507634
2014_0,6.431215,526.116993
2016_0,6.230149,526.619944
275_1,5.476151,175.061805
88_1,4.068689,128.033468
753_1,4.068689,275.019775
4186_0,2.862293,940.409919
4191_0,2.862293,940.917660
1847_0,4.822686,495.077715
1850_0,4.772420,496.078828
478_0,4.722153,216.121788
640_1,3.767090,249.124970
5087_0,3.968156,1103.591256
356_0,1.203498,193.014770
380_0,1.253765,197.009640
872_0,1.304031,301.034330
983_0,1.253765,320.050678
1712_0,1.304031,471.055805
1722_0,1.304031,472.061708
1729_0,1.203498,473.072400
1736_0,1.253765,474.073513
4207_0,1.203498,943.121065
4213_0,1.203498,944.126968
4219_0,1.203498,945.132870
164_0,1.253765,151.001575
387_0,1.253765,198.010753
1715_0,1.203498,471.161185
2738_0,1.253765,669.074900
2742_0,1.253765,670.076013
4225_0,1.203498,946.129193
5892_0,1.253765,1415.191115
272_0,1.253765,175.004325
278_0,1.153232,176.005438
291_0,1.304031,178.999195
294_0,1.203498,180.000308
302_0,1.253765,181.011000
345_0,1.253765,191.017335
360_0,1.253765,193.129730
361_0,1.253765,193.163260
363_0,1.253765,193.230321
364_0,1.253765,193.263851
366_0,1.253765,193.340491
368_0,1.253765,194.015883
374_0,1.253765,195.021785
378_0,1.253765,196.022898
460_0,1.253765,213.056180
468_0,1.253765,215.034455
475_0,1.253765,216.035568
557_0,1.253765,233.044900
675_0,1.253765,257.042860
681_0,1.253765,258.048763
754_0,1.253765,275.067675
762_0,1.253765,276.059208
787_0,1.253765,283.023885
826_0,1.253765,291.051945
832_0,1.354298,292.057848
875_0,1.253765,301.125340
877_0,1.253765,301.216351
881_0,1.253765,302.040233
975_0,1.253765,319.130995
978_0,1.253765,319.236376
980_0,1.253765,319.327386
981_0,1.253765,319.370496
985_0,1.253765,320.136898
996_0,1.253765,322.052903
1120_0,1.253765,345.025800
1573_0,1.253765,441.046380
1634_0,1.253765,453.045360
1718_0,1.253765,471.280936
1720_0,1.253765,471.395896
1721_0,1.253765,471.453376
1944_0,2.510427,511.052405
1950_0,1.253765,512.053518
2267_0,1.253765,581.091960
367_0,1.253765,193.963192
878_0,1.253765,301.350471
977_0,1.253765,319.198055
982_0,1.253765,319.461506
987_0,1.253765,320.237488
1727_0,1.253765,472.286838
3518_0,1.253765,843.531926
4426_0,8.391608,979.927517
4430_0,8.391608,980.430469
4434_0,8.391608,980.933420
4549_0,8.341342,1001.449041
4555_1,8.391608,1001.961572
4300_0,7.687877,956.930670
4670_0,8.391608,1024.450679
4673_0,8.291075,1024.948840
2263_0,3.113625,580.153118
2269_1,3.013092,581.163810
2919_0,2.912559,724.260628
2925_0,3.013092,725.266531
67_0,6.481481,120.010198
353_0,6.531748,192.032818
345_2,6.330682,191.017335
150_2,6.330682,147.030655
196_1,4.872953,158.042893
2058_0,6.883613,536.750819
4689_1,6.933880,1028.512609
4695_0,6.933880,1029.508931
2062_0,6.933880,537.248981
1802_0,2.108295,486.153923
2168_0,1.907229,563.138995
213_0,1.203498,161.079760
3467_0,2.711493,836.481029
3477_0,2.661227,837.486931
4211_0,3.716823,943.556956
4217_0,3.716823,944.562859
13_2,4.018422,96.960660
170_1,4.973486,152.984640
1296_1,9.799070,383.120765
2721_0,9.748804,665.214151
2727_0,9.698537,666.215263
2731_0,9.799070,667.221166
2846_0,9.748804,701.191930
2848_0,9.799070,702.193043
2934_0,9.598004,728.207598
2942_0,9.799070,729.213501
3038_1,9.799070,755.208896
3070_0,9.598004,763.184265
3075_0,9.648271,764.185378
3189_1,9.799070,793.126630
5082_0,5.727483,1102.590144
4120_0,4.018422,928.492369
0_3,6.230149,85.028740
54_1,5.174552,115.038165
87_1,4.872953,127.075465
92_1,4.872953,129.053740
108_2,4.822686,134.044933
169_1,4.872953,152.069748
173_2,4.872953,153.090020
205_0,4.822686,160.006798
216_2,4.872953,162.047343
221_1,4.923219,163.038875
246_2,4.872953,169.079080
248_1,4.872953,170.017923
253_1,4.822686,171.019035
285_2,4.722153,177.016130
391_2,4.872953,199.007075
415_0,4.923219,202.048733
421_1,4.923219,203.054635
455_2,4.872953,211.025215
486_0,4.872953,217.989892
487_0,4.923219,218.023423
497_0,4.872953,219.982537
574_1,4.872953,236.096138
590_3,4.872953,241.010690
591_1,3.415224,241.034640
596_0,3.415224,241.537591
599_1,4.872953,242.035753
631_1,4.872953,248.056798
641_1,4.872953,249.153710
665_1,4.872953,255.069375
716_3,4.872953,265.147560
721_1,4.722153,267.135415
729_0,4.872953,270.033373
736_2,4.872953,271.044065
746_2,4.872953,273.132510
789_3,5.023752,283.081365
794_2,4.219488,285.040480
800_2,4.822686,286.046383
824_2,4.872953,291.013625
839_3,4.872953,293.178710
856_1,4.872953,297.149630
871_2,4.872953,300.996010
911_0,4.872953,307.194285
926_3,4.923219,311.169995
932_2,4.872953,312.171108
936_2,4.872953,313.057260
1008_2,4.923219,325.089770
1009_3,4.872953,325.185570
1013_0,4.872953,326.114833
1014_2,4.872953,326.186683
1040_2,5.023752,331.067705
1096_3,4.872953,339.201146
1163_1,4.872953,353.183190
1183_0,4.872953,357.225961
1206_0,4.973486,365.048050
1213_0,4.872953,366.049163
1251_1,4.872953,374.086803
1279_1,4.872953,381.022740
1299_0,4.923219,384.126668
1308_1,4.872953,385.295431
1374_0,5.425884,399.095455
1392_1,4.872953,403.152595
1396_0,4.872953,404.148918
1403_1,4.269755,405.102130
1473_1,4.923219,421.076820
1477_1,4.872953,422.082723
1495_2,4.872953,426.087173
1500_1,4.872953,427.088285
1586_0,4.872953,443.058185
1734_1,4.872953,473.283161
1783_1,4.571354,483.078735
1790_1,5.074019,484.084638
1797_1,5.124285,485.085750
2246_0,4.872953,578.098203
2255_0,4.872953,579.094525
2474_1,4.772420,618.118753
2572_0,3.566024,635.089765
2630_0,4.872953,646.125953
2635_0,4.973486,647.088745
1795_0,4.872953,484.357668
332_1,3.867623,187.108685
652_0,3.867623,252.545039
1023_0,4.068689,328.049998
1026_0,4.169222,328.552949
4547_0,5.576684,1000.941300
341_0,1.454831,189.077380
2972_1,9.497471,737.236771
1730_0,1.153232,473.091560
3876_0,1.203498,895.196995
3886_0,1.153232,896.198108
507_0,3.817356,221.165670
1591_1,3.767090,443.192305
511_0,3.817356,222.094933
27_1,3.817356,103.048765
506_0,3.817356,221.093820
23_0,1.304031,101.060910
483_0,1.304031,217.079790
489_0,1.253765,218.066533
2979_0,4.169222,739.210256
2981_0,4.219488,740.211368
2986_0,4.219488,741.212481
5083_0,5.224818,1103.131415
3238_0,5.023752,800.100888
3232_0,5.074019,799.099775
604_0,1.505097,242.993755
521_1,2.309361,224.801290
170_2,6.531748,152.984640
616_1,6.531748,245.043880
3384_0,3.616290,824.482049
3388_1,3.566024,825.483161
3392_0,3.566024,826.489064
3982_0,3.566024,909.447281
5498_0,3.566024,1191.717897
5500_0,3.716823,1192.220848
275_0,3.163892,175.061805
4648_0,4.269755,1019.411586
1613_0,1.253765,449.107970
1530_0,1.304031,433.075800
4438_0,1.354298,981.575281
1021_0,1.706163,327.144685
3335_0,4.470821,815.879187
112_1,7.336012,135.026885
5552_0,7.386278,1208.042258
5553_0,7.386278,1208.549999
5554_0,6.632281,1209.057740
5555_0,7.386278,1209.551111
5558_0,7.386278,1210.049273
5561_0,7.386278,1210.552224
5623_0,7.386278,1231.048685
5626_0,7.134946,1231.542056
5629_1,7.185212,1232.049798
5632_0,7.386278,1232.547959
5635_0,7.386278,1233.050910
420_0,1.253765,203.021105
1103_0,1.505097,341.088410
86_3,6.481481,127.051515
263_3,5.677217,173.045210
1333_1,5.626950,390.109393
1337_3,5.626950,391.105715
1403_2,5.626950,405.102130
67_1,9.246139,120.010198
654_1,9.246139,253.033620
659_1,9.246139,254.034733
663_0,9.246139,255.031055
768_1,6.280415,277.084270
4743_0,6.380948,1034.988705
4746_0,6.380948,1035.482076
3103_1,8.291075,770.853075
3201_1,8.994806,794.372033
5061_0,7.235479,1097.517521
5064_0,7.185212,1098.020473
1315_1,7.386278,387.091685
1922_1,7.486811,507.134175
2157_0,1.756430,561.141560
2164_0,1.806696,562.142673
2346_0,2.812026,595.074005
2582_0,2.359628,637.082410
74_1,3.566024,124.014648
81_1,2.761760,126.026453
109_1,2.812026,134.864025
110_0,2.812026,134.892765
117_0,2.812026,136.890200
119_1,2.661227,137.024320
124_1,2.812026,139.040915
168_1,3.163892,152.007478
171_1,2.912559,153.018170
209_1,2.812026,160.840260
210_1,2.812026,161.022280
219_1,2.812026,162.837695
220_0,2.812026,163.005345
229_1,2.812026,165.017150
237_1,2.862293,167.033745
272_1,2.812026,175.004325
278_1,2.812026,176.005438
285_1,2.862293,177.016130
291_1,3.364958,178.999195
294_1,2.962826,180.000308
295_1,2.812026,180.033838
302_1,2.812026,181.011000
304_0,2.812026,182.016903
345_1,4.118955,191.017335
352_0,2.812026,192.004078
356_1,2.711493,193.014770
358_1,2.962826,193.053090
368_1,2.912559,194.015883
374_1,2.812026,195.021785
385_0,2.812026,197.804782
396_0,2.812026,199.802217
420_1,2.812026,203.021105
437_1,2.862293,207.030345
468_1,2.812026,215.034455
482_0,1.756430,217.036680
491_1,3.113625,219.029325
540_0,2.812026,229.011710
541_0,2.812026,229.050030
549_0,2.812026,231.028305
555_0,2.862293,232.925150
557_1,2.812026,233.044900
565_0,2.812026,234.917795
566_1,2.812026,235.023175
620_0,2.761760,246.016253
624_1,2.912559,247.036525
675_1,2.862293,257.042860
681_1,2.812026,258.048763
687_0,2.812026,259.025925
695_1,2.812026,261.004200
697_1,3.515757,261.037730
735_0,2.812026,271.024905
743_0,2.862293,273.036710
749_0,2.812026,274.042613
753_0,2.812026,275.019775
754_1,2.812026,275.067675
787_1,2.962826,283.023885
793_0,2.812026,285.002160
794_1,2.862293,285.040480
799_0,2.812026,286.003273
803_0,2.812026,287.018755
809_0,2.862293,288.024658
815_1,2.862293,289.035350
826_1,2.812026,291.051945
860_0,2.962826,299.017735
871_1,2.862293,300.996010
872_1,2.862293,301.034330
880_1,2.812026,302.001913
881_1,2.862293,302.040233
886_1,2.862293,303.050925
898_1,2.862293,305.067520
949_0,2.862293,315.011585
952_1,2.812026,315.073855
956_0,2.812026,316.022278
969_0,3.867623,318.038873
973_1,2.711493,319.044775
983_1,2.962826,320.050678
1055_0,2.460161,333.026820
1080_0,2.962826,337.036060
1102_0,2.812026,341.064460
1120_1,2.812026,345.025800
1153_0,2.862293,351.180965
1160_0,2.812026,353.063440
1167_0,2.812026,355.046505
1174_0,2.812026,356.047618
1205_0,2.812026,365.019310
1217_0,2.812026,367.045485
1226_0,2.862293,369.062080
1243_0,2.711493,372.098948
1267_0,2.812026,379.044465
1279_0,2.812026,381.022740
1281_0,2.812026,381.061060
1298_0,2.812026,384.045238
1302_0,2.711493,385.022400
1310_0,2.711493,386.023513
1313_0,2.812026,387.024625
1350_0,2.962826,395.038315
1363_0,2.912559,397.050120
1373_0,2.812026,399.071505
1381_0,2.812026,401.049780
1411_0,2.962826,407.042085
1419_1,2.962826,409.053890
1446_0,2.812026,415.065355
1463_0,2.962826,419.041065
1479_0,2.812026,423.035935
1488_0,2.812026,425.047740
1494_0,2.812026,426.053643
1499_0,2.962826,427.064335
1510_0,2.862293,429.047400
1515_0,2.812026,430.048513
1543_0,2.962826,435.034915
1552_0,2.962826,437.046720
1560_0,2.812026,439.029785
1583_0,2.812026,442.047493
1594_0,2.812026,445.079570
1611_0,2.761760,449.055280
1624_0,2.962826,451.028765
1634_1,2.812026,453.045360
1635_1,2.862293,453.102840
1641_1,3.013092,455.061955
1646_1,4.269755,456.067858
1651_1,2.812026,457.078550
1686_0,2.610960,465.044340
1703_1,2.812026,469.048790
1708_0,2.862293,469.388881
1722_1,2.812026,472.061708
1743_0,2.812026,475.045885
1758_1,2.761760,478.106703
1771_0,2.812026,481.038190
1833_0,2.711493,493.041960
1842_0,2.711493,494.043073
1845_0,2.812026,495.025025
1921_1,2.761760,507.115015
1931_0,2.962826,509.035810
1950_1,2.711493,512.053518
1954_0,2.711493,513.054630
1964_0,2.812026,515.061645
1972_0,3.767090,516.077128
1977_0,2.862293,517.059080
1978_0,2.812026,517.073450
2007_0,2.812026,524.119558
2031_1,2.962826,531.055495
2043_0,2.812026,533.072090
2049_0,2.812026,534.077993
2053_0,2.812026,535.083895
2084_0,2.812026,543.054475
2111_0,2.812026,549.065940
2119_0,2.812026,551.082535
2126_0,2.812026,552.083648
2130_1,2.761760,553.103920
2155_0,2.812026,561.064920
2162_0,2.812026,562.070823
2215_0,2.661227,573.068690
2238_1,2.812026,577.063560
2245_1,2.812026,578.064673
2254_1,2.560694,579.080155
2267_1,2.812026,581.091960
2273_0,2.812026,582.093073
2303_0,2.812026,587.045945
2313_1,2.962826,589.062540
2351_0,2.862293,596.075118
2356_1,2.812026,597.085810
2366_0,2.812026,598.086923
2385_1,2.862293,601.119000
2388_0,2.812026,601.320181
2390_0,2.812026,602.062633
2405_0,2.812026,605.056390
2410_0,2.812026,606.071873
2468_0,2.962826,617.055370
2473_0,2.962826,618.061273
