compound_number,feature_number,TIC,rel_abundance,mz,rt
1591,4305_0,11175.510000,1.000000,957.596481,2.208828
1592,1856_1,48334.010000,0.883774,497.127840,3.968156
1592,1862_0,6356.450000,0.116226,498.133743,3.968156
1593,2598_0,25654.600000,0.503385,640.828200,4.872953
1593,2603_0,18034.600000,0.353868,641.331151,4.872953
1593,2607_0,6039.270000,0.118500,641.829312,4.872953
1593,2586_0,1235.750000,0.024247,637.178210,4.872953
1594,1236_0,23390.420000,0.928346,371.136155,2.812026
1594,258_1,1805.390000,0.071654,172.058468,2.761760
1595,588_1,15704.700000,0.553404,240.023948,8.492141
1595,240_2,5540.890000,0.195251,168.034858,8.492141
1595,400_0,5415.330000,0.190826,200.032138,8.492141
1595,27_4,1717.420000,0.060519,103.048765,8.441875
1596,5501_0,1869.880000,0.308833,1192.541779,6.682547
1596,5499_0,1644.860000,0.271668,1192.048408,6.682547
1596,5543_0,1369.110000,0.226125,1201.551791,6.682547
1596,5541_0,1170.810000,0.193373,1201.048840,6.682547
1597,144_0,24749.060000,1.000000,145.028430,1.203498
1598,3594_1,11557.200000,0.687086,857.470861,4.470821
1598,1726_0,2493.860000,0.148262,472.162298,3.415224
1598,3424_0,1642.010000,0.097619,831.451516,3.566024
1598,3431_0,1127.540000,0.067033,832.438259,3.264425
1599,658_0,277407.970000,0.858640,254.010783,7.336012
1599,69_1,45670.300000,0.141360,120.996940,7.436545
1600,756_1,34337.280000,1.000000,275.149105,3.666557
1601,1087_0,17077.940000,0.737615,338.056333,1.605630
1601,2776_0,6074.990000,0.262385,677.136490,1.655897
1602,50_0,28856.280000,1.000000,114.056213,4.621620
1603,516_0,30977.050000,1.000000,223.072095,1.153232
1604,3458_0,3123.870000,0.466996,835.728997,6.230149
1604,3453_0,2204.800000,0.329601,835.240416,6.230149
1604,3452_0,1360.620000,0.203403,835.221256,6.230149
1605,1875_0,37372.820000,1.000000,501.194560,1.605630
1606,1189_0,7264.200000,1.000000,359.065325,2.309361
1607,437_0,40185.230000,1.000000,207.030345,1.806696
1608,2494_0,39690.170000,1.000000,623.138685,1.102965
1609,3838_0,7142.590000,1.000000,888.644259,6.330682
1610,904_0,895331.420000,1.000000,306.164433,2.259095
1611,5362_0,9196.230000,1.000000,1160.597189,2.962826
1612,1994_0,48145.530000,1.000000,521.097060,5.476151
1613,3382_1,16797.710000,1.000000,823.897667,6.380948
1614,4536_1,17503.690000,0.708288,998.531924,4.973486
1614,4798_0,4866.560000,0.196926,1044.549569,4.822686
1614,4882_0,1320.490000,0.053434,1061.530161,4.973486
1614,4911_0,1021.920000,0.041352,1066.511774,4.973486
1615,2086_0,12110.730000,1.000000,543.116745,3.616290
1616,332_1,260099.550000,0.965172,187.108685,3.867623
1616,337_0,7316.990000,0.027152,188.109798,3.867623
1616,21_0,2068.720000,0.007677,100.074168,3.917889
1617,1773_1,12834.070000,1.000000,481.100460,3.113625
1618,470_0,19327.450000,0.922343,215.091935,1.203498
1618,255_0,1627.290000,0.077657,171.105255,1.102965
1619,2737_0,32764.580000,1.000000,668.605479,5.476151
1620,119_1,81782.810000,1.000000,137.024320,2.661227
1621,5834_0,10403.600000,0.436139,1369.250111,7.939210
1621,5837_0,5763.650000,0.241623,1370.251223,7.939210
1621,1104_2,5686.300000,0.238381,341.107570,7.989476
1621,5838_0,2000.300000,0.083856,1371.252336,7.939210
1622,4249_0,5663.970000,1.000000,949.429511,5.777750
1623,1809_0,100364.290000,0.926094,487.164615,7.436545
1623,1472_1,4608.870000,0.042528,421.062450,7.386278
1623,4253_1,2290.830000,0.021138,950.516844,7.436545
1623,2115_0,1109.750000,0.010240,550.172433,8.291075
1624,414_0,13801.940000,1.000000,202.034363,5.224818
1625,2069_0,15685.030000,1.000000,539.217676,1.555364
1626,5245_0,5299.150000,1.000000,1135.018525,6.582014
1627,5260_0,4047.380000,0.551474,1137.988332,7.687877
1627,5139_0,3291.830000,0.448526,1114.991485,7.687877
1628,1879_1,23735.800000,1.000000,502.176513,6.179882
1629,5874_1,4164.150000,0.549983,1410.722034,7.838677
1629,3099_2,3407.260000,0.450017,769.851962,8.039743
1630,119_0,19156.140000,1.000000,137.024320,1.203498
1631,1695_2,52073.810000,0.971104,467.084885,5.224818
1631,1698_1,1549.510000,0.028896,468.085998,5.275085
1632,1639_0,25612.090000,1.000000,454.108743,1.555364
1633,2139_0,35994.770000,1.000000,555.283376,2.158562
1634,1575_0,707572.000000,0.898962,441.103860,3.364958
1634,3788_0,79526.700000,0.101038,882.211273,3.264425
1635,2870_0,421345.600000,0.810721,709.196040,3.314691
1635,2872_0,98371.700000,0.189279,710.201943,3.314691
1636,2329_2,6345.180000,0.772059,592.108988,4.621620
1636,346_2,1873.340000,0.227941,191.055655,5.727483
1637,2985_0,11669.930000,1.000000,741.188530,2.259095
1638,660_0,15360.890000,1.000000,254.077843,1.253765
1639,1762_0,17981.800000,0.861009,479.050335,2.259095
1639,2139_0,2902.770000,0.138991,555.283376,2.158562
1640,293_2,72586.930000,1.000000,179.056675,3.063359
1641,686_0,11155.010000,0.753654,259.011555,3.867623
1641,786_0,3646.230000,0.246346,282.085043,3.767090
1642,4600_0,8838.540000,0.581536,1010.329723,8.291075
1642,322_3,6360.080000,0.418464,185.053770,8.240809
1643,3698_1,66120.060000,1.000000,870.231453,4.571354
1644,1754_3,12843.840000,1.000000,477.100800,6.380948
1645,2108_0,24971.390000,1.000000,548.165418,6.129616
1646,521_2,109464.900000,0.552556,224.801290,3.515757
1646,871_1,88641.600000,0.447444,300.996010,2.862293
1647,5988_0,10765.880000,0.738059,1482.730284,7.486811
1647,5989_0,3820.870000,0.261941,1483.731397,7.486811
1648,4714_0,10131.760000,1.000000,1031.549476,5.878283
1649,1764_1,6248.370000,1.000000,479.107815,2.711493
1650,941_0,32137.500000,0.844806,313.167430,3.415224
1650,1919_0,5903.800000,0.155194,507.062325,3.415224
1651,939_0,8441.450000,1.000000,313.109950,5.878283
1652,4649_0,4364.750000,1.000000,1019.430746,6.129616
1653,5303_0,28100.840000,1.000000,1148.521569,5.828017
1654,1344_0,17303.240000,1.000000,393.079200,4.872953
1655,1008_0,134628.400000,0.985242,325.089770,1.203498
1655,221_0,2016.640000,0.014758,163.038875,2.912559
1656,2295_1,80745.850000,1.000000,585.086830,3.465491
1657,177_0,16195.340000,1.000000,154.024073,1.253765
1658,2555_1,89178.760000,0.862978,633.106700,4.872953
1658,2563_1,11544.710000,0.111717,634.112603,5.074019
1658,2035_0,2614.970000,0.025305,532.070978,4.772420
1659,3561_0,14767.200000,0.412294,851.876127,8.140276
1659,3565_0,11659.700000,0.325534,852.379078,8.140276
1659,3743_0,5022.450000,0.140225,875.380716,8.140276
1659,3738_0,4367.830000,0.121948,874.882555,8.140276
1660,2201_1,9452.000000,1.000000,569.155250,5.325351
1661,2488_0,50045.500000,0.690446,622.075303,2.761760
1661,2101_0,22437.370000,0.309554,547.049345,2.761760
1662,3321_0,9957.700000,0.635640,814.868495,8.341342
1662,3327_0,3777.880000,0.241157,815.366656,8.542408
1662,3335_1,1930.060000,0.123203,815.879187,8.542408
1663,3967_2,5436.830000,0.803123,907.933637,5.978816
1663,2179_0,1332.780000,0.196877,565.217861,5.928550
1664,3041_1,60575.390000,1.000000,756.166898,3.465491
1665,4065_0,5945.670000,1.000000,921.915682,6.280415
1666,3885_0,24922.280000,0.748388,896.131048,4.320021
1666,3893_0,8378.980000,0.251612,897.136950,4.269755
1667,547_0,103429.860000,0.986116,230.103833,1.505097
1667,88_0,1456.260000,0.013884,128.033468,2.460161
1668,2641_1,7590.750000,0.360506,647.835987,5.626950
1668,2833_0,5231.930000,0.248479,693.341101,5.727483
1668,2644_1,4610.850000,0.218982,648.334148,5.576684
1668,2834_0,3622.310000,0.172034,693.844052,5.777750
1669,38_0,13795.090000,0.484802,110.023023,1.706163
1669,401_0,6844.580000,0.240540,200.056088,1.706163
1669,517_0,3909.220000,0.137382,223.134365,1.706163
1669,1836_0,3906.220000,0.137277,493.142550,1.655897
1670,448_0,113338.620000,0.916466,209.046940,1.856963
1670,1031_0,7813.250000,0.063179,329.089430,1.404564
1670,1480_0,2517.380000,0.020356,423.055095,1.907229
1671,3779_0,8656.100000,0.537804,880.894020,6.431215
1671,3783_0,7439.170000,0.462196,881.387391,6.380948
1672,2777_0,17081.580000,1.000000,677.189180,3.013092
1673,263_4,15026.950000,1.000000,173.045210,6.933880
1674,3961_0,15110.770000,1.000000,907.172025,2.812026
1675,4895_0,6300.020000,0.834712,1064.490389,7.386278
1675,4640_0,1247.520000,0.165288,1016.939940,7.436545
1676,1544_0,18028.290000,1.000000,435.058865,2.812026
1677,3976_2,12491.830000,1.000000,908.925170,6.330682
1678,3757_0,6167.500000,0.847284,877.900262,6.380948
1678,3918_0,1111.640000,0.152716,900.897110,6.079349
1679,656_0,254248.110000,0.966482,253.091100,4.923219
1679,296_1,8817.430000,0.033518,180.067368,4.923219
1680,846_0,26203.170000,0.477694,295.104295,5.978816
1680,577_0,16581.380000,0.302285,237.058930,5.978816
1680,2923_1,3587.620000,0.065404,725.194680,5.928550
1680,375_1,3308.250000,0.060311,195.050525,6.833347
1680,5592_0,2646.640000,0.048249,1218.211453,6.280415
1680,190_0,2526.350000,0.046056,157.022620,5.978816
1681,5010_0,7209.690000,1.000000,1086.989075,5.526417
1682,3142_0,13495.780000,0.594086,779.350556,7.687877
1682,3147_1,9221.100000,0.405914,779.863087,7.687877
1683,3691_0,37210.690000,1.000000,869.249501,5.576684
1684,4174_1,17799.200000,0.412376,938.508284,4.671887
1684,5300_0,11549.800000,0.267588,1147.558776,4.722153
1684,4995_0,7239.550000,0.167728,1084.560539,4.722153
1684,5223_0,6574.020000,0.152308,1130.568604,4.420554
1685,461_0,8674.570000,1.000000,213.089710,6.883613
1686,113_3,15387.840000,0.631659,135.046045,6.632281
1686,1029_1,8973.150000,0.368341,329.051110,6.883613
1687,1500_0,37400.900000,0.683002,427.088285,2.409894
1687,2465_0,17358.710000,0.316998,615.096255,1.856963
1688,5841_0,9771.080000,1.000000,1376.679419,5.325351
1689,817_1,139864.520000,1.000000,289.088040,3.968156
1690,1007_1,8155.180000,1.000000,325.056240,4.671887
1691,4503_0,10276.750000,1.000000,992.410289,3.566024
1692,2694_0,6661.410000,0.610148,658.057873,3.465491
1692,2675_0,4256.280000,0.389852,655.068905,3.465491
1693,42_1,4303.290000,0.576046,111.043295,4.018422
1693,266_1,3167.100000,0.423954,174.051113,3.867623
1694,1644_0,10411.320000,1.000000,455.210446,1.806696
1695,3653_2,29644.560000,1.000000,865.197150,7.486811
1696,1618_1,182998.010000,1.000000,450.080343,2.912559
1697,368_1,19182.490000,1.000000,194.015883,2.912559
1698,2534_0,5995.710000,1.000000,629.609992,5.928550
1699,3193_0,4461.740000,1.000000,793.461931,2.309361
1700,3145_1,7735.660000,1.000000,779.460726,3.867623
1701,1936_0,22295.440000,0.713819,509.773472,4.772420
1701,656_0,6768.250000,0.216695,253.091100,4.923219
1701,2048_0,2170.330000,0.069486,533.273271,4.923219
1702,3084_0,9280.860000,1.000000,765.938522,2.007762
1703,3274_0,9578.720000,1.000000,806.715894,5.626950
1704,5968_0,9616.230000,0.573583,1460.720179,3.063359
1704,5969_0,5642.440000,0.336557,1461.721292,2.962826
1704,5970_0,1506.520000,0.089860,1461.730872,3.163892
1705,1093_1,35236.320000,1.000000,339.071815,6.481481
1706,2492_0,7354.360000,1.000000,623.105155,3.063359
1707,126_0,11063.490000,1.000000,140.032448,1.304031
1708,3622_0,4965.820000,0.556264,860.890930,3.515757
1708,3626_0,3961.280000,0.443736,861.393881,3.515757
1709,3920_1,53470.710000,0.967541,901.237201,6.984146
1709,3928_1,1793.810000,0.032459,902.233523,6.984146
1710,3061_0,25301.630000,1.000000,761.134140,1.153232
1711,1030_0,16595.560000,1.000000,329.065480,2.058029
1712,2978_0,9335.540000,1.000000,739.186305,2.962826
1713,5151_0,5094.780000,0.565453,1117.520611,6.783080
1713,5150_0,2901.610000,0.322040,1117.008080,6.783080
1713,5783_0,1013.700000,0.112507,1298.602224,6.783080
1714,2695_0,83434.130000,1.000000,658.110563,3.817356
1715,4822_0,29280.380000,1.000000,1049.128820,3.163892
1716,1045_3,436343.000000,0.813945,332.073608,9.346672
1716,1057_4,99741.300000,0.186055,333.079510,9.547738
1717,694_0,18179.370000,1.000000,260.113258,6.632281
1718,1498_0,13430.030000,0.812145,427.049965,7.989476
1718,0_4,3106.460000,0.187855,85.028740,8.291075
1719,2738_2,20625.530000,0.930935,669.074900,5.828017
1719,5584_0,1530.180000,0.069065,1217.061850,6.682547
1720,5395_1,18367.480000,0.748018,1167.547496,6.179882
1720,5398_0,6187.390000,0.251982,1168.040868,6.179882
1721,360_1,15040.900000,0.489438,193.129730,3.968156
1721,855_1,8191.830000,0.266566,297.135260,3.968156
1721,457_1,4800.240000,0.156202,211.135385,3.968156
1721,657_0,2698.010000,0.087794,253.143790,3.968156
1722,2719_0,19798.590000,1.000000,665.127930,6.179882
1723,1260_0,15924.570000,1.000000,377.085350,6.179882
1724,189_1,6011.730000,0.440635,157.013040,3.465491
1724,788_1,2167.480000,0.158867,283.052625,3.566024
1724,3046_1,1952.160000,0.143085,757.172800,3.465491
1724,409_1,1824.210000,0.133707,201.124260,3.917889
1724,1455_0,1687.760000,0.123706,417.005310,3.415224
1725,851_0,7469.970000,1.000000,297.068200,3.616290
1726,505_1,52911.650000,0.883335,221.065080,7.537078
1726,46_5,4366.480000,0.072896,113.026360,7.336012
1726,2120_1,1463.900000,0.024439,551.159175,7.537078
1726,22_2,1157.830000,0.019329,101.022590,8.291075
1727,2254_0,26259.920000,1.000000,579.080155,1.706163
1728,2455_0,27146.730000,1.000000,613.122770,1.253765
1729,1075_0,24930.590000,1.000000,336.106798,2.711493
1730,3038_0,36945.110000,1.000000,755.208896,4.722153
1731,3279_0,8260.510000,1.000000,807.472716,2.409894
1732,1734_2,32308.000000,0.771235,473.283161,6.280415
1732,662_1,9583.240000,0.228765,254.983155,6.582014
1733,1921_1,112328.460000,0.933632,507.115015,2.761760
1733,1926_0,6242.630000,0.051886,508.116128,2.711493
1733,167_0,1742.290000,0.014481,151.059055,2.359628
1734,4532_0,9215.730000,0.548401,997.463751,6.732814
1734,4530_0,7589.010000,0.451599,996.960800,6.732814
1735,5764_0,13414.650000,1.000000,1292.629079,5.727483
1736,2230_1,14476.840000,1.000000,575.118815,2.912559
1737,74_1,231474.650000,0.917166,124.014648,3.566024
1737,837_0,16715.200000,0.066230,293.102070,3.666557
1737,229_1,4190.360000,0.016603,165.017150,2.812026
1738,1780_0,9028.700000,1.000000,482.202163,2.259095
1739,2154_0,21595.500000,0.949569,561.055340,1.304031
1739,2161_0,1146.920000,0.050431,562.056453,1.304031
1740,2039_0,19728.390000,0.943369,532.593089,6.330682
1740,244_3,1184.300000,0.056631,169.012020,6.280415
1741,2302_1,4442.580000,1.000000,586.792074,6.933880
1742,1111_0,220469.150000,1.000000,343.114585,1.203498
1743,5178_0,4328.790000,1.000000,1121.980112,8.341342
1744,3713_0,3444.240000,0.659865,871.893587,6.632281
1744,3719_0,1775.370000,0.340135,872.391748,6.632281
1745,1169_1,40175.210000,0.800473,355.089615,9.497471
1745,2972_1,5124.030000,0.102094,737.236771,9.497471
1745,2410_1,4890.120000,0.097433,606.071873,9.547738
1746,2677_0,9538.220000,1.000000,655.155125,3.767090
1747,2697_0,68738.790000,1.000000,659.126045,1.404564
1748,376_0,36966.100000,0.871597,195.136745,5.275085
1748,865_0,3776.000000,0.089032,299.151855,5.275085
1748,667_0,1669.800000,0.039371,255.160385,5.275085
1749,4587_0,15530.520000,1.000000,1008.480779,3.767090
1750,3544_1,13224.070000,0.830617,847.498056,3.113625
1750,3547_0,2696.700000,0.169383,848.503959,3.113625
1751,2144_0,25941.000000,0.598251,558.166963,9.949870
1751,1082_2,15539.040000,0.358361,337.079170,9.899603
1751,836_2,1881.390000,0.043389,293.087700,9.949870
1752,273_0,14157.450000,0.769231,175.023485,1.404564
1752,240_0,4247.240000,0.230769,168.034858,1.555364
1753,2320_0,8054.780000,0.622584,590.796524,6.029083
1753,2326_0,3445.750000,0.266335,591.299476,6.029083
1753,2463_0,1437.130000,0.111081,614.301113,6.029083
1754,2409_0,134914.590000,0.908071,605.195300,9.045073
1754,2412_0,12156.980000,0.081825,606.196413,8.994806
1754,2420_0,1501.130000,0.010104,607.192735,9.045073
1755,5581_0,5108.200000,1.000000,1216.697809,9.748804
1756,583_0,6249.000000,1.000000,239.018045,3.666557
1757,1481_1,68559.400000,0.776165,423.069465,4.621620
1757,285_2,9875.210000,0.111798,177.016130,4.722153
1757,1574_2,7264.200000,0.082238,441.079910,4.621620
1757,697_2,2632.200000,0.029799,261.037730,4.521087
1758,4359_1,4005.340000,0.605610,966.510694,6.883613
1758,2856_0,1304.230000,0.197200,704.338968,6.883613
1758,2854_0,1304.160000,0.197190,703.826437,6.883613
1759,3051_1,4654.460000,0.753939,760.109078,9.396938
1759,3056_0,1519.060000,0.246061,760.444379,9.396938
1760,695_2,20729.230000,1.000000,261.004200,4.068689
1761,2860_0,21216.630000,1.000000,705.239491,4.521087
1762,2256_3,50174.100000,0.559307,579.137635,5.023752
1762,3568_1,28527.000000,0.317999,852.474879,5.023752
1762,3574_1,11006.600000,0.122694,853.475991,5.023752
1763,4385_0,8591.370000,1.000000,971.434826,5.978816
1764,736_1,36126.700000,1.000000,271.044065,3.767090
1765,1335_0,21206.910000,0.845886,391.043445,3.415224
1765,859_0,3863.740000,0.154114,298.878825,3.566024
1766,1974_0,50841.900000,1.000000,516.211248,6.129616
1767,1379_0,7640.230000,1.000000,400.048668,5.074019
1768,1224_1,6452.680000,1.000000,368.104078,6.783080
1769,1752_0,15435.820000,0.921623,476.276918,2.359628
1769,1591_0,1312.690000,0.078377,443.192305,2.661227
1770,4568_0,5227.410000,1.000000,1004.950540,4.722153
1771,5281_0,9295.800000,0.725715,1144.560229,6.984146
1771,5294_0,3513.360000,0.274285,1145.561341,6.984146
1772,1128_1,9426.000000,1.000000,346.065233,5.828017
1773,892_1,146233.530000,0.969724,304.080778,3.716823
1773,899_1,4565.670000,0.030276,305.086680,3.867623
1774,4087_0,20624.090000,1.000000,924.904650,6.783080
1775,3630_0,3932.880000,1.000000,861.791452,9.447205
1776,3236_0,3478.110000,1.000000,799.478186,2.912559
1777,5308_0,7659.500000,0.594060,1149.532261,6.984146
1777,5306_1,5233.980000,0.405940,1149.019730,6.933880
1778,1510_1,13718.490000,0.818840,429.047400,3.666557
1778,661_0,3035.070000,0.181160,254.930465,3.616290
1779,5846_0,32732.130000,1.000000,1379.701917,6.984146
1780,5714_0,3020.950000,0.691282,1270.077703,7.637611
1780,5762_0,1349.120000,0.308718,1292.600339,7.587344
1781,1451_0,40703.610000,1.000000,416.052098,6.582014
1782,2110_0,7120.280000,1.000000,548.764169,3.566024
1783,170_1,5064.600000,0.384050,152.984640,4.973486
1783,181_0,4894.370000,0.371141,155.034765,3.515757
1783,86_2,3228.380000,0.244809,127.051515,3.968156
1784,2568_0,9192.350000,0.875382,634.668244,5.224818
1784,2574_0,1308.610000,0.124618,635.171195,4.923219
1785,2241_1,3501.150000,0.408473,577.183310,6.481481
1785,1448_1,2777.900000,0.324093,415.122835,6.481481
1785,845_2,2292.260000,0.267434,295.080345,6.481481
1786,4005_0,5972.270000,1.000000,911.856657,5.325351
1787,2748_0,5582.860000,1.000000,671.144185,4.420554
1788,162_0,23488.970000,0.878229,150.043573,3.817356
1788,789_2,1725.120000,0.064500,283.081365,3.817356
1788,786_0,1531.750000,0.057271,282.085043,3.767090
1789,107_1,4130.930000,1.000000,134.016193,4.018422
1790,1345_0,23977.170000,1.000000,393.175000,2.208828
1791,88_2,13533.670000,1.000000,128.033468,6.431215
1792,2344_2,5872.880000,0.786571,594.154323,8.140276
1792,3259_0,1593.550000,0.213429,803.209606,8.190542
1793,2758_1,7018.900000,1.000000,673.630202,6.079349
1794,3145_0,61709.000000,0.690810,779.460726,2.661227
1794,3152_0,26295.200000,0.294365,780.461839,2.661227
1794,3149_0,1324.290000,0.014825,779.958887,2.661227
1795,2470_0,7966.740000,1.000000,617.155960,1.253765
1796,164_1,216189.110000,1.000000,151.001575,2.862293
1797,428_0,32099.600000,0.905924,204.999380,7.888943
1797,1104_2,3333.380000,0.094076,341.107570,7.989476
1798,1955_0,18993.590000,1.000000,513.102530,4.722153
1799,2242_0,10783.770000,0.829140,577.269531,2.158562
1799,1654_0,2222.200000,0.170860,457.169560,1.957496
1800,3551_0,19231.920000,1.000000,850.204413,4.118955
1801,2801_0,17618.110000,1.000000,684.599329,6.380948
1802,4474_0,6013.840000,1.000000,986.973625,4.470821
1803,2301_0,4829.670000,1.000000,586.643584,7.537078
1804,1741_0,13929.590000,1.000000,474.198053,2.208828
1805,3037_1,22764.890000,0.797476,755.180155,5.777750
1805,447_1,5781.290000,0.202524,209.027780,6.330682
1806,5296_0,5951.410000,0.662017,1146.040343,6.582014
1806,5299_0,3038.400000,0.337983,1147.041455,6.582014
1807,1696_3,28033.470000,1.000000,467.118415,4.470821
1808,1657_2,5497.660000,1.000000,459.085565,4.018422
1809,827_0,20345.680000,1.000000,291.075895,1.304031
1810,1860_0,5218.170000,1.000000,498.085843,1.203498
1811,2339_2,38249.040000,1.000000,593.153210,8.291075
1812,570_1,9934.230000,1.000000,235.118975,2.912559
1813,1269_2,6704.140000,1.000000,379.101945,4.068689
1814,864_1,17495.360000,1.000000,299.113535,4.018422
1815,2847_0,7482.530000,1.000000,701.302101,1.203498
1816,5212_0,6434.970000,1.000000,1128.748399,10.402268
1817,2768_1,7213.620000,1.000000,675.670747,9.598004
1818,3490_0,4274.020000,1.000000,839.493946,4.420554
1819,3805_0,20148.020000,1.000000,884.903260,5.928550
1820,3436_0,184952.900000,1.000000,833.209451,2.409894
1821,868_1,13606.150000,0.868691,300.047588,7.989476
1821,710_1,2056.670000,0.131309,264.074598,7.687877
1822,908_0,45126.640000,1.000000,307.084115,1.153232
1823,3835_0,12001.570000,1.000000,888.141308,6.833347
1824,591_2,14732.200000,0.601194,241.034640,7.738144
1824,1449_1,7566.520000,0.308776,415.146785,7.687877
1824,141_2,2206.170000,0.090030,144.032108,8.190542
1825,2295_0,236000.000000,0.760320,585.086830,1.354298
1825,2299_0,65247.400000,0.210207,586.087943,1.404564
1825,2304_0,9148.050000,0.029472,587.103425,1.555364
1826,4425_0,9136.150000,1.000000,979.692807,9.346672
1827,1195_1,8762.850000,1.000000,361.096290,3.013092
1828,2145_0,20725.800000,0.812886,558.267553,5.928550
1828,1360_0,3175.240000,0.124536,396.211868,5.878283
1828,2149_1,1595.520000,0.062578,559.273456,6.129616
1829,253_1,12724.790000,1.000000,171.019035,4.822686
1830,2556_0,21031.900000,0.741096,633.154600,4.470821
1830,2564_0,5908.580000,0.208199,634.146133,4.018422
1830,745_2,1438.990000,0.050705,273.075030,4.018422
1831,2215_1,9343.990000,0.899241,573.068690,7.386278
1831,2224_1,1046.980000,0.100759,574.074593,7.386278
1832,4801_0,5133.410000,1.000000,1045.239331,1.605630
1833,5573_0,2628.840000,0.601052,1215.538626,7.788410
1833,5568_1,1744.890000,0.398948,1214.551884,7.838677
1834,5137_0,30077.700000,0.581426,1114.579544,5.124285
1834,5143_0,15160.100000,0.293057,1115.580656,5.124285
1834,3467_1,6493.140000,0.125518,836.481029,5.023752
1835,2207_0,13294.810000,1.000000,571.123945,1.354298
1836,2667_0,10360.190000,1.000000,653.133740,5.526417
1837,189_2,6405.670000,1.000000,157.013040,4.923219
1838,5773_0,5388.890000,1.000000,1295.579726,6.682547
1839,4689_1,28559.000000,0.670466,1028.512609,6.933880
1839,4695_0,11668.500000,0.273936,1029.508931,6.933880
1839,585_1,2368.220000,0.055598,239.075525,6.883613
1840,828_0,19552.930000,1.000000,291.109425,3.163892
1841,3386_0,6283.060000,1.000000,824.879620,4.269755
1842,56_0,12691.370000,1.000000,116.034488,3.163892
1843,2306_0,18977.750000,1.000000,587.256706,4.018422
1844,2639_0,6182.960000,1.000000,647.409676,3.063359
1845,231_0,19107.370000,1.000000,165.074630,2.007762
1846,3519_0,2851.850000,0.417186,843.627727,1.253765
1846,909_0,2830.770000,0.414102,307.117645,1.253765
1846,3526_0,1153.300000,0.168712,844.624049,1.253765
1847,1636_0,28029.360000,1.000000,453.131580,1.253765
1848,1103_2,9911.290000,1.000000,341.088410,3.917889
1849,5655_0,5039.380000,1.000000,1245.059470,6.330682
1850,289_0,23734.580000,1.000000,178.060353,1.354298
1851,1254_0,20815.910000,1.000000,375.054385,2.158562
1852,2291_0,11223.760000,1.000000,584.234208,2.158562
1853,1681_0,109153.710000,0.513600,464.091128,1.756430
1853,956_0,103373.000000,0.486400,316.022278,2.812026
1854,3901_0,15400.160000,0.855496,898.185963,6.079349
1854,3037_1,2601.290000,0.144504,755.180155,5.777750
1855,991_0,42665.740000,1.000000,321.099690,1.454831
1856,5107_0,9123.010000,1.000000,1106.010213,6.280415
1857,2454_0,5387.340000,1.000000,613.108400,2.761760
1858,4464_0,4175.160000,1.000000,985.172580,9.246139
1859,618_0,12588.450000,0.792221,245.091780,1.153232
1859,347_0,3301.620000,0.207779,191.074815,1.203498
1860,5506_0,4656.430000,1.000000,1193.068680,4.973486
1861,4899_0,6933.210000,1.000000,1065.160990,8.542408
1862,923_1,70608.920000,1.000000,311.074195,4.872953
1863,695_0,17859.580000,1.000000,261.004200,1.354298
1864,806_0,33527.700000,0.557371,287.076235,1.102965
1864,1689_0,17206.100000,0.286038,465.154510,1.304031
1864,689_0,9419.490000,0.156591,259.092985,1.102965
1865,1599_2,5530.820000,1.000000,447.091375,3.767090
1866,388_0,14224.300000,1.000000,198.039493,3.063359
1867,4107_2,69442.900000,0.557735,926.514094,6.732814
1867,4115_1,52727.800000,0.423486,927.519996,6.783080
1867,1110_1,2338.160000,0.018779,343.066685,6.431215
1868,2507_0,9962.490000,0.873237,625.140910,4.420554
1868,2514_0,1446.200000,0.126763,626.142023,4.470821
1869,3483_0,25660.480000,1.000000,838.464094,3.817356
1870,2914_0,9228.970000,1.000000,723.216406,3.817356
1871,2358_1,3574.880000,0.424671,597.157660,3.163892
1871,2761_2,3418.870000,0.406138,674.425344,5.074019
1871,3007_0,1424.250000,0.169191,748.459769,5.174552
1872,4783_0,5727.290000,1.000000,1042.499444,5.777750
1873,1677_0,7867.680000,0.636214,463.219346,1.605630
1873,1785_0,4498.730000,0.363786,483.270336,1.756430
1874,927_0,28926.120000,0.963057,312.017828,4.219488
1874,293_3,1109.620000,0.036943,179.056675,4.521087
1875,3853_0,22745.350000,1.000000,891.178175,2.359628
1876,5551_0,13598.520000,1.000000,1207.591996,6.984146
1877,3976_0,9096.790000,1.000000,908.925170,3.465491
1878,2516_0,4834.220000,0.813223,626.170763,4.772420
1878,381_1,1110.300000,0.186777,197.043170,4.772420
1879,5053_0,8601.730000,0.816326,1095.132095,1.203498
1879,5056_0,1935.390000,0.183674,1096.128418,1.203498
1880,4076_0,52455.900000,0.667265,923.515546,4.068689
1880,4085_0,19876.800000,0.252843,924.531029,4.420554
1880,88_1,6280.540000,0.079892,128.033468,4.068689
1881,1180_0,65709.610000,1.000000,357.144530,1.404564
1882,5940_0,7778.380000,1.000000,1438.700494,7.185212
1883,354_1,14040.600000,1.000000,192.056768,5.677217
1884,2208_0,8467.770000,1.000000,571.147895,1.605630
1885,3441_0,5552.810000,0.833953,833.516011,2.962826
1885,1078_0,1105.610000,0.166047,336.978580,2.912559
1886,648_1,8511.780000,1.000000,251.074505,5.777750
1887,5614_0,4192.830000,1.000000,1227.580716,5.476151
1888,1192_1,6403.740000,1.000000,360.071228,6.230149
