"id","species_code","itteration","Raos_Q","D_q","MD_q","FD_q","ncomps","updated"
"1","IngMu_3","1","0.873467","15.5866","13.6144","212.203","181","2020-11-16 18:52:17"
"2","IngM_1","1","0.915187","29.8506","27.3188","815.483","199","2020-11-16 18:52:17"
"3","IngA_4","1","0.856883","10.6354","9.11327","96.9231","172","2020-11-16 18:52:17"
"4","IngC_1","1","0.923907","21.8509","20.1882","441.13","249","2020-11-16 18:52:17"
"5","IngA_2","1","0.872581","13.0915","11.4234","149.55","127","2020-11-16 18:52:17"
"6","IngC_4","1","0.929888","18.8307","17.5105","329.735","198","2020-11-16 18:52:17"
"7","IngMu_5","1","0.873565","15.2896","13.3565","204.216","170","2020-11-16 18:52:17"
"8","IngO_1","1","0.938401","18.2565","17.1319","312.768","213","2020-11-16 18:52:17"
"9","IngG_3","1","0.890114","27.0402","24.0688","650.826","236","2020-11-16 18:52:18"
"10","IngF_1","1","0.821002","15.3686","12.6177","193.917","258","2020-11-16 18:52:18"
"11","IngG_4","1","0.902975","27.5604","24.8863","685.876","258","2020-11-16 18:52:18"
"12","IngF_5","1","0.843656","13.1452","11.09","145.781","208","2020-11-16 18:52:18"
"13","IngF_4","1","0.830649","13.383","11.1166","148.774","235","2020-11-16 18:52:18"
"14","IngA_3","1","0.878467","11.0647","9.71995","107.548","140","2020-11-16 18:52:18"
"15","IngM_5","1","0.896041","24.0191","21.5221","516.941","220","2020-11-16 18:52:18"
"16","IngM_2","1","0.916655","32.2657","29.5765","954.307","241","2020-11-16 18:52:18"
"17","IngO_2","1","0.879587","16.4425","14.4626","237.801","131","2020-11-16 18:52:18"
"18","IngG_1","1","0.850755","29.6047","25.1864","745.635","232","2020-11-16 18:52:18"
"19","IngA_1","1","0.831967","13.0797","10.8819","142.331","114","2020-11-16 18:52:18"
"20","IngC_2","1","0.884065","16.3596","14.463","236.609","179","2020-11-16 18:52:18"
"21","IngF_6","1","0.835504","14.1012","11.7816","166.135","229","2020-11-16 18:52:18"
"22","IngA_6","1","0.87759","12.5849","11.0443","138.992","141","2020-11-16 18:52:19"
"23","IngMu_1","1","0.882935","15.9775","14.1071","225.397","186","2020-11-16 18:52:19"
"24","IngM_4","1","0.919081","28.4057","26.1072","741.593","216","2020-11-16 18:52:19"
"25","IngMu_2","1","0.861353","14.3677","12.3757","177.81","180","2020-11-16 18:52:19"
"26","IngM_6","1","0.912619","26.7877","24.447","654.878","202","2020-11-16 18:52:19"
"27","IngC_5","1","0.877848","15.3081","13.4382","205.713","169","2020-11-16 18:52:19"
"28","IngG_5","1","0.859434","28.4771","24.4742","696.956","225","2020-11-16 18:52:19"
"29","IngF_2","1","0.842642","11.9277","10.0508","119.884","204","2020-11-16 18:52:19"
"30","IngG_2","1","0.87245","30.3121","26.4458","801.626","236","2020-11-16 18:52:19"
"31","IngMu_4","1","0.876005","16.7633","14.6847","246.164","178","2020-11-16 18:52:20"
"32","IngC_3","1","0.871006","14.0283","12.2188","171.409","212","2020-11-16 18:52:20"
"33","IngO_3","1","0.889333","14.4951","12.891","186.856","206","2020-11-16 18:52:23"
"34","IngP_1","1","0.94982","31.6967","30.1061","954.264","293","2020-11-16 18:52:23"
"35","IngP_2","1","0.923447","41.2239","38.0681","1569.31","294","2020-11-16 18:52:24"
"36","IngPu_5","1","0.915996","13.9696","12.7961","178.755","160","2020-11-16 18:52:24"
"37","IngP_4","1","0.934463","35.1233","32.8214","1152.79","264","2020-11-16 18:52:24"
"38","IngQ_5","1","0.89631","15.0745","13.5114","203.678","159","2020-11-16 18:52:24"
"39","IngQ_3","1","0.903947","19.6227","17.7379","348.065","175","2020-11-16 18:52:24"
"40","IngP_5","1","0.929475","31.4122","29.1968","917.136","302","2020-11-16 18:52:24"
"41","IngPu_4","1","0.912977","14.0587","12.8353","180.448","166","2020-11-16 18:52:24"
"42","IngO_4","1","0.862311","15.8608","13.677","216.928","228","2020-11-16 18:52:24"
"43","IngQ_4","1","0.892009","12.5242","11.1717","139.917","148","2020-11-16 18:52:24"
"44","IngR_2","1","0.834176","13.153","10.9719","144.313","173","2020-11-16 18:52:24"
"45","IngPu_2","1","0.911326","47.3549","43.1558","2043.64","578","2020-11-16 18:52:24"
"46","IngP_3","1","0.920976","45.7328","42.1188","1926.21","327","2020-11-16 18:52:24"
"47","IngPu_3","1","0.92624","65.9187","61.0565","4024.77","689","2020-11-16 18:52:24"
"48","IngR_4","1","0.801557","9.59658","7.69221","73.8188","195","2020-11-16 18:52:25"
"49","IngQ_1","1","0.909499","17.2631","15.7008","271.044","186","2020-11-16 18:52:25"
"50","IngQ_2","1","0.909468","15.4865","14.0845","218.119","143","2020-11-16 18:52:25"
"51","IngU_1","1","0.669681","16.953","11.3531","192.47","249","2020-11-16 18:52:25"
"52","IngSp_1","1","0.840181","12.7998","10.7542","137.651","161","2020-11-16 18:52:25"
"53","IngS_1","1","0.928932","16.5966","15.4171","255.871","136","2020-11-16 18:52:25"
"54","IngR_5","1","0.866159","14.0312","12.1533","170.525","204","2020-11-16 18:52:25"
"55","IngPu_1","1","0.889059","12.3171","10.9506","134.88","164","2020-11-16 18:52:25"
"56","IngS_4","1","0.912509","14.9994","13.6871","205.297","129","2020-11-16 18:52:25"
"57","IngU_4","1","0.671548","18.592","12.4854","232.128","238","2020-11-16 18:52:25"
"58","IngS_2","1","0.858955","12.8696","11.0544","142.266","101","2020-11-16 18:52:26"
"59","IngU_3","1","0.735791","23.7392","17.4671","414.654","208","2020-11-16 18:52:26"
"60","IngS_3","1","0.891096","13.316","11.8659","158.006","140","2020-11-16 18:52:26"
"61","IngU_6","1","0.770159","20.3778","15.6941","319.811","208","2020-11-16 18:52:26"
"62","IngR_1","1","0.816202","10.9136","8.90772","97.2156","195","2020-11-16 18:52:27"
"63","IngR_3","1","0.851347","12.0335","10.2447","123.279","172","2020-11-16 18:52:27"
"64","IngU_8","1","0.780205","28.5517","22.2762","636.024","198","2020-11-16 18:52:27"
"65","IngV_1","1","0.840533","12.6772","10.6556","135.084","228","2020-11-16 18:52:29"
"66","IngV_2","1","0.79947","9.99691","7.99223","79.8976","203","2020-11-16 18:52:30"
"67","IngV_4","1","0.87129","14.9808","13.0526","195.538","211","2020-11-16 18:52:30"
"68","LA10_4","1","0.895315","50.8003","45.4822","2310.51","258","2020-11-16 18:52:30"
"69","IngV_3","1","0.827454","11.623","9.61753","111.785","210","2020-11-16 18:52:30"
"70","LA10_6","1","0.955529","31.3778","29.9824","940.783","160","2020-11-16 18:52:30"
"71","LA10_5","1","0.784269","19.1682","15.033","288.155","193","2020-11-16 18:52:31"
"72","IngV_5","1","0.857563","13.2446","11.3581","150.434","192","2020-11-16 18:52:31"
"73","LA1_3","1","0.928646","31.733","29.4687","935.128","182","2020-11-16 18:52:31"
"74","LA1_5","1","0.940623","33.7834","31.7775","1073.55","244","2020-11-16 18:52:31"
"75","LA1_1","1","0.929957","23.4884","21.8432","513.06","149","2020-11-16 18:52:31"
"76","LA1_2","1","0.929333","16.7866","15.6003","261.876","118","2020-11-16 18:52:31"
"77","LA10_3","1","0.953165","40.9583","39.04","1599.02","179","2020-11-16 18:52:31"
"78","LA12_2","1","0.860071","16.2441","13.9711","226.948","205","2020-11-16 18:52:31"
"79","LA13_4","1","0.864768","27.2522","23.5669","642.249","175","2020-11-16 18:52:31"
"80","LA10_1","1","0.918293","35.2137","32.3365","1138.69","208","2020-11-16 18:52:31"
"81","LA12_1","1","0.865767","12.1772","10.5426","128.379","186","2020-11-16 18:52:32"
"82","LA1_4","1","0.927973","23.875","22.1553","528.957","127","2020-11-16 18:52:32"
"83","LA12_5","1","0.860265","16.6538","14.3267","238.594","202","2020-11-16 18:52:32"
"84","LA13_3","1","0.911172","20.2086","18.4135","372.112","136","2020-11-16 18:52:32"
"85","LA13_2","1","0.914525","28.728","26.2724","754.754","151","2020-11-16 18:52:32"
"86","LA13_5","1","0.885072","29.9384","26.4976","793.296","127","2020-11-16 18:52:32"
"87","LA12_3","1","0.869327","17.3074","15.0458","260.403","350","2020-11-16 18:52:32"
"88","LA17_3","1","0.855906","12.5332","10.7273","134.447","139","2020-11-16 18:52:33"
"89","LA17_1","1","0.908922","15.5008","14.089","218.392","183","2020-11-16 18:52:33"
"90","LA12_4","1","0.86151","13.9739","12.0387","168.228","265","2020-11-16 18:52:33"
"91","LA17_4","1","0.815679","9.90196","8.07682","79.9763","137","2020-11-16 18:52:33"
"92","LA13_6","1","0.915608","23.7242","21.7221","515.338","221","2020-11-16 18:52:33"
"93","LA18_1","1","0.866868","30.3619","26.3198","799.119","264","2020-11-16 18:52:34"
"94","LA17_2","1","0.864612","12.8915","11.1461","143.69","140","2020-11-16 18:52:34"
"95","LA17_5","1","0.854056","9.59325","8.19317","78.5992","158","2020-11-16 18:52:34"
"96","LA18_3","1","0.857386","34.3848","29.4811","1013.7","315","2020-11-16 18:52:35"
"97","LA19_2","1","0.895513","22.9826","20.5812","473.008","174","2020-11-16 18:52:36"
"98","LA18_2","1","0.868843","28.0648","24.3839","684.327","264","2020-11-16 18:52:36"
"99","LA18_4","1","0.89437","26.833","23.9986","643.955","284","2020-11-16 18:52:36"
"100","LA19_3","1","0.905874","26.2667","23.7943","624.998","166","2020-11-16 18:52:36"
"101","LA18_5","1","0.888554","32.3787","28.7702","931.543","294","2020-11-16 18:52:36"
"102","LA19_5","1","0.91018","16.7388","15.2354","255.022","211","2020-11-16 18:52:36"
"103","LA19_4","1","0.900246","20.5782","18.5255","381.222","190","2020-11-16 18:52:36"
"104","LA2_2","1","0.889304","17.0121","15.129","257.376","141","2020-11-16 18:52:37"
"105","LA2_4","1","0.882908","20.23","17.8612","361.332","195","2020-11-16 18:52:37"
"106","LA20a_3","1","0.865859","8.0724","6.98956","56.4226","128","2020-11-16 18:52:37"
"107","LA2_1","1","0.868975","14.533","12.6288","183.534","134","2020-11-16 18:52:37"
"108","LA19_6","1","0.919583","19.284","17.7333","341.969","226","2020-11-16 18:52:37"
"109","LA20a_2","1","0.868434","8.53926","7.41578","63.3253","135","2020-11-16 18:52:37"
"110","LA2_6","1","0.876645","15.8377","13.884","219.89","214","2020-11-16 18:52:37"
"111","LA2_5","1","0.885876","16.3485","14.4827","236.771","178","2020-11-16 18:52:37"
"112","LA20a_4","1","0.86968","8.34687","7.2591","60.5908","122","2020-11-16 18:52:38"
"113","LA20a_5","1","0.894836","10.4197","9.32388","97.1516","132","2020-11-16 18:52:38"
"114","LA20b_2","1","0.928084","15.6369","14.5124","226.929","72","2020-11-16 18:52:38"
"115","LA22_1","1","0.946002","23.2418","21.9868","511.013","174","2020-11-16 18:52:38"
"116","LA20b_3","1","0.878191","9.03016","7.9302","71.611","97","2020-11-16 18:52:38"
"117","LA22_3","1","0.94107","26.8208","25.2402","676.962","141","2020-11-16 18:52:39"
"118","LA22_2","1","0.91558","30.0363","27.5007","826.02","227","2020-11-16 18:52:39"
"119","LA22_4","1","0.913842","32.0221","29.2631","937.067","185","2020-11-16 18:52:39"
"120","LA23_2","1","0.924954","32.9065","30.437","1001.57","275","2020-11-16 18:52:39"
"121","LA22_5","1","0.939881","24.1613","22.7087","548.671","180","2020-11-16 18:52:39"
"122","LA23_5","1","0.925731","36.4242","33.719","1228.19","319","2020-11-16 18:52:40"
"123","LA25_1","1","0.793067","25.3259","20.0852","508.676","209","2020-11-16 18:52:40"
"124","LA20b_1","1","0.866291","8.02199","6.94938","55.7479","62","2020-11-16 18:52:40"
"125","LA23_4","1","0.911071","32.6331","29.7311","970.217","340","2020-11-16 18:52:40"
"126","LA23_1","1","0.823591","61.9889","51.0535","3164.75","413","2020-11-16 18:52:40"
"127","LA23_3","1","0.927838","38.7072","35.914","1390.13","293","2020-11-16 18:52:41"
"128","LA25_2","1","0.83562","29.0346","24.2619","704.433","235","2020-11-16 18:52:41"
"129","LA25_3","1","0.788946","24.7783","19.5487","484.384","183","2020-11-16 18:52:42"
"130","LA26_1","1","0.914822","17.8417","16.322","291.212","166","2020-11-16 18:52:42"
"131","LA26_2","1","0.923378","19.0889","17.6262","336.464","179","2020-11-16 18:52:42"
"132","LA25_5","1","0.687538","26.0194","17.8893","465.468","191","2020-11-16 18:52:42"
"133","LA26_4","1","0.882131","10.8805","9.59802","104.431","151","2020-11-16 18:52:42"
"134","LA26_5","1","0.91253","15.0582","13.741","206.915","173","2020-11-16 18:52:42"
"135","LA26_6","1","0.902792","12.5769","11.3543","142.803","142","2020-11-16 18:52:42"
"136","LA25_4","1","0.6446","23.2274","14.9724","347.769","195","2020-11-16 18:52:43"
"137","LA28_2","1","0.851378","14.2436","12.1267","172.727","140","2020-11-16 18:52:43"
"138","LA28_3","1","0.819936","12.8458","10.5328","135.302","178","2020-11-16 18:52:43"
"139","LA28_4","1","0.878465","19.1316","16.8064","321.533","177","2020-11-16 18:52:43"
"140","LA28_1","1","0.843242","14.6071","12.3173","179.92","170","2020-11-16 18:52:43"
"141","LA3_1","1","0.942412","34.5519","32.5621","1125.08","192","2020-11-16 18:52:44"
"142","LA28_5","1","0.837726","15.4063","12.9063","198.839","178","2020-11-16 18:52:44"
"143","LA3_2","1","0.938947","41.7215","39.1743","1634.41","288","2020-11-16 18:52:44"
"144","LA3_3","1","0.917565","13.8651","12.7222","176.395","185","2020-11-16 18:52:44"
"145","LA3_4","1","0.936443","27.9317","26.1564","730.593","189","2020-11-16 18:52:44"
"146","LA3_5","1","0.928696","24.6506","22.8929","564.325","216","2020-11-16 18:52:44"
"147","LA31_1","1","0.752481","8.09925","6.09453","49.3611","99","2020-11-16 18:52:45"
"148","LA31_2","1","0.827024","10.6625","8.81817","94.024","160","2020-11-16 18:52:45"
"149","LA31_3","1","0.819952","10.0387","8.23128","82.6316","94","2020-11-16 18:52:45"
"150","LA31_5","1","0.745899","8.35528","6.2322","52.0718","112","2020-11-16 18:52:45"
"151","LA31_4","1","0.873958","12.7952","11.1825","143.082","96","2020-11-16 18:52:45"
"152","LA32_1","1","0.905981","18.7747","17.0096","319.35","199","2020-11-16 18:52:45"
"153","LA32_2","1","0.909447","17.226","15.6661","269.865","218","2020-11-16 18:52:45"
"154","LA32_4","1","0.920545","19.9768","18.3896","367.366","216","2020-11-16 18:52:46"
"155","LA33_1","1","0.797055","24.1546","19.2525","465.037","344","2020-11-16 18:52:46"
"156","LA32_3","1","0.890872","21.2701","18.9489","403.046","182","2020-11-16 18:52:46"
"157","LA32_5","1","0.925174","22.3527","20.6801","462.256","195","2020-11-16 18:52:46"
"158","LA33_2","1","0.828131","24.0011","19.876","477.046","322","2020-11-16 18:52:47"
"159","LA33_3","1","0.869634","14.8499","12.9139","191.77","271","2020-11-16 18:52:47"
"160","LA33_4","1","0.862816","14.6747","12.6616","185.805","262","2020-11-16 18:52:47"
"161","LA33_6","1","0.817936","23.8514","19.5089","465.316","298","2020-11-16 18:52:47"
"162","LA34_1","1","0.916568","18.7951","17.227","323.782","139","2020-11-16 18:52:48"
"163","LA34_3","1","0.910414","18.3506","16.7067","306.577","174","2020-11-16 18:52:48"
"164","LA34_2","1","0.9098","18.8243","17.1263","322.391","155","2020-11-16 18:52:48"
"165","LA34_4","1","0.914203","22.8471","20.8869","477.205","161","2020-11-16 18:52:48"
"166","LA34_5","1","0.900695","20.9408","18.8613","394.972","168","2020-11-16 18:52:48"
"167","LA35_1","1","0.761757","30.9545","23.5798","729.901","273","2020-11-16 18:52:48"
"168","LA35_3","1","0.762809","28.594","21.8118","623.687","239","2020-11-16 18:52:49"
"169","LA35_2","1","0.76536","27.6233","21.1417","584.004","241","2020-11-16 18:52:49"
"170","LA36_1","1","0.910162","12.1237","11.0345","133.779","59","2020-11-16 18:52:49"
"171","LA35_5","1","0.773597","16.7305","12.9427","216.538","211","2020-11-16 18:52:49"
"172","LA35_4","1","0.773252","28.0933","21.7232","610.278","256","2020-11-16 18:52:49"
"173","LA36_2","1","0.902579","10.8697","9.81075","106.64","126","2020-11-16 18:52:49"
"174","LA36_3","1","0.857636","13.1666","11.2922","148.68","121","2020-11-16 18:52:49"
"175","LA4_2","1","0.854645","12.6568","10.8171","136.91","94","2020-11-16 18:52:50"
"176","LA4_3","1","0.88801","14.0677","12.4922","175.737","84","2020-11-16 18:52:50"
"177","LA4_1","1","0.867798","14.0265","12.1722","170.734","103","2020-11-16 18:52:50"
"178","LA4_4","1","0.877718","10.376","9.10724","94.4971","82","2020-11-16 18:52:50"
"179","LA4_5","1","0.902664","18.7329","16.9095","316.765","157","2020-11-16 18:52:50"
"180","LA41_2","1","0.93138","21.9825","20.474","450.07","162","2020-11-16 18:52:50"
"181","LA41_1","1","0.930891","21.2902","19.8189","421.948","149","2020-11-16 18:52:51"
"182","LA41_3","1","0.915242","22.0894","20.2171","446.584","138","2020-11-16 18:52:51"
"183","LA41_4","1","0.907837","19.0397","17.2849","329.1","154","2020-11-16 18:52:51"
"184","LA41_5","1","0.926819","22.6816","21.0217","476.806","146","2020-11-16 18:52:51"
"185","LA42_1","1","0.870287","9.99881","8.70184","87.008","111","2020-11-16 18:52:51"
"186","LA42_2","1","0.888936","12.7003","11.2898","143.384","148","2020-11-16 18:52:52"
"187","LA42_3","1","0.893901","14.5569","13.0125","189.422","153","2020-11-16 18:52:52"
"188","LA42_4","1","0.869092","11.4862","9.9826","114.662","123","2020-11-16 18:52:52"
"189","LA43_2","1","0.92198","19.5971","18.0682","354.084","137","2020-11-16 18:52:52"
"190","LA42_5","1","0.906738","14.3815","13.0403","187.54","136","2020-11-16 18:52:52"
"191","LA43_4","1","0.92261","20.3776","18.8006","383.111","163","2020-11-16 18:52:53"
"192","LA43_6","1","0.927565","20.9273","19.4115","406.23","152","2020-11-16 18:52:53"
"193","LA43_3","1","0.920598","17.6957","16.2906","288.273","127","2020-11-16 18:52:53"
"194","LA43_7","1","0.916892","14.4152","13.2171","190.527","156","2020-11-16 18:52:53"
"195","LA44_2","1","0.91977","17.6469","16.2311","286.427","119","2020-11-16 18:52:54"
"196","LA44_3","1","0.939163","25.9521","24.3733","632.537","132","2020-11-16 18:52:54"
"197","LA44_1","1","0.929434","24.0181","22.3232","536.16","176","2020-11-16 18:52:54"
"198","LA44_4","1","0.93571","21.3606","19.9873","426.942","155","2020-11-16 18:52:54"
"199","LA44_5","1","0.934862","19.8638","18.5699","368.868","133","2020-11-16 18:52:54"
"200","LA45_1","1","0.922852","33.2983","30.7294","1023.24","258","2020-11-16 18:52:54"
"201","LA45_3","1","0.918461","36.8877","33.8799","1249.75","330","2020-11-16 18:52:55"
"202","LA45_2","1","0.944849","39.4958","37.3176","1473.89","332","2020-11-16 18:52:55"
"203","LA45_5","1","0.92427","31.5884","29.1962","922.263","296","2020-11-16 18:52:55"
"204","LA45_4","1","0.934864","38.0617","35.5825","1354.33","261","2020-11-16 18:52:55"
"205","LA46_1","1","0.909748","30.258","27.5271","832.914","138","2020-11-16 18:52:56"
"206","LA46_3","1","0.886647","32.0082","28.38","908.393","149","2020-11-16 18:52:56"
"207","LA46_2","1","0.889577","30.6026","27.2234","833.106","203","2020-11-16 18:52:56"
"208","LA46_5","1","0.914898","35.7013","32.663","1166.11","221","2020-11-16 18:52:56"
"209","LA46_4","1","0.914094","29.599","27.0562","800.837","178","2020-11-16 18:52:56"
"210","LA48_2","1","0.891361","10.9654","9.77416","107.178","128","2020-11-16 18:52:56"
"211","LA48_1","1","0.86073","8.04972","6.92863","55.7735","108","2020-11-16 18:52:56"
"212","LA48_3","1","0.910229","15.1276","13.7696","208.3","143","2020-11-16 18:52:56"
"213","LA48_5","1","0.889682","10.5493","9.38553","99.0109","148","2020-11-16 18:52:56"
"214","LA48_4","1","0.902086","12.2326","11.0348","134.984","149","2020-11-16 18:52:57"
"215","LA49_1","1","0.879919","12.4564","10.9606","136.53","174","2020-11-16 18:52:57"
"216","LA49_2","1","0.875046","11.9769","10.4804","125.523","172","2020-11-16 18:52:57"
"217","LA49_3","1","0.878117","12.4162","10.9029","135.373","183","2020-11-16 18:52:57"
"218","LA49_5","1","0.866542","12.2145","10.5843","129.282","164","2020-11-16 18:52:58"
"219","LA49_4","1","0.89646","14.5827","13.0728","190.637","104","2020-11-16 18:52:58"
"220","LA55_1","1","0.834165","12.5651","10.4813","131.699","189","2020-11-16 18:52:58"
"221","LA52_1","1","0.870949","11.7954","10.2732","121.176","58","2020-11-16 18:52:59"
"222","LA55_2","1","0.856148","13.4601","11.5239","155.112","149","2020-11-16 18:52:59"
"223","LA59_10","1","0.946926","32.2738","30.5609","986.314","218","2020-11-16 18:52:59"
"224","LA55_3","1","0.883433","25.9718","22.9443","595.906","208","2020-11-16 18:52:59"
"225","LA59_9","1","0.929013","29.9275","27.8031","832.077","242","2020-11-16 18:52:59"
"226","LA59_2","1","0.948278","34.5431","32.7565","1131.51","193","2020-11-16 18:52:59"
"227","LA59_7","1","0.929335","25.5034","23.7012","604.463","218","2020-11-16 18:52:59"
"228","LA6_1","1","0.849782","13.8068","11.7328","161.992","97","2020-11-16 18:53:00"
"229","LA59_5","1","0.932358","40.1308","37.4163","1501.55","202","2020-11-16 18:53:00"
"230","LA6_3","1","0.835053","13.5345","11.302","152.967","115","2020-11-16 18:53:00"
"231","LA6_4","1","0.895539","14.6713","13.1387","192.761","115","2020-11-16 18:53:00"
"232","LA6_5","1","0.821646","12.2037","10.0271","122.368","113","2020-11-16 18:53:00"
"233","LA6_8","1","0.849095","11.0337","9.36868","103.371","112","2020-11-16 18:53:01"
"234","LA6_7","1","0.835116","11.0386","9.21851","101.76","99","2020-11-16 18:53:01"
"235","LA60_2","1","0.784653","15.0052","11.7738","176.668","227","2020-11-16 18:53:01"
"236","LA60_1","1","0.776497","14.0246","10.89","152.728","202","2020-11-16 18:53:01"
"237","LA60_3","1","0.773556","13.5847","10.5085","142.755","211","2020-11-16 18:53:01"
"238","LA61_1","1","0.810182","11.3491","9.19482","104.353","65","2020-11-16 18:53:02"
"239","LA60_4","1","0.762509","13.426","10.2375","137.448","288","2020-11-16 18:53:02"
"240","LA61_2","1","0.803852","10.3002","8.27984","85.2841","56","2020-11-16 18:53:02"
"241","LA60_5","1","0.779468","13.898","10.833","150.557","221","2020-11-16 18:53:02"
"242","LA7_1","1","0.893874","14.2019","12.6947","180.288","89","2020-11-16 18:53:02"
"243","LA7_3","1","0.899885","14.1521","12.7353","180.232","87","2020-11-16 18:53:02"
"244","LA7_2","1","0.909957","15.5014","14.1056","218.656","95","2020-11-16 18:53:02"
"245","LA61_3","1","0.840045","11.2968","9.48979","107.204","57","2020-11-16 18:53:02"
"246","LA7_4","1","0.882427","15.2777","13.4815","205.967","136","2020-11-16 18:53:03"
"247","LA7_5","1","0.936273","21.886","20.4913","448.472","121","2020-11-16 18:53:03"
"248","LA8_1","1","0.905983","20.2356","18.3331","370.981","268","2020-11-16 18:53:03"
"249","LA8_2","1","0.91451","23.8111","21.7755","518.499","272","2020-11-16 18:53:03"
"250","LA8_3","1","0.908166","22.3608","20.3073","454.087","326","2020-11-16 18:53:04"
"251","LA8_4","1","0.885697","41.2251","36.5129","1505.25","313","2020-11-16 18:53:04"
"252","LA9_1","1","0.920399","50.6112","46.5825","2357.6","328","2020-11-16 18:53:04"
"253","LA8_5","1","0.901863","20.9171","18.8643","394.586","325","2020-11-16 18:53:05"
"254","LA9_2","1","0.876213","38.9002","34.0848","1325.9","398","2020-11-16 18:53:05"
"255","LA9_3","1","0.87462","41.4744","36.2743","1504.45","371","2020-11-16 18:53:05"
"256","LA9_4","1","0.928918","35.5925","33.0625","1176.78","232","2020-11-16 18:53:05"
"257","LA9_5","1","0.846327","26.9549","22.8127","614.915","441","2020-11-16 18:53:05"
"258","M14_2","1","0.927353","16.3033","15.119","246.489","136","2020-11-16 18:53:05"
"259","M14_1","1","0.876608","10.3824","9.10129","94.4932","101","2020-11-16 18:53:05"
"260","M14_4","1","0.862486","9.96186","8.59197","85.592","89","2020-11-16 18:53:05"
"261","M14_3","1","0.864542","14.4955","12.532","181.657","91","2020-11-16 18:53:06"
"262","M14_5","1","0.90916","18.2137","16.5592","301.604","112","2020-11-16 18:53:06"
"263","M15_1","1","0.857939","21.2288","18.213","386.641","206","2020-11-16 18:53:06"
"264","M15_2","1","0.854174","16.7551","14.3118","239.795","192","2020-11-16 18:53:06"
"265","M15_5","1","0.922755","19.7589","18.2326","360.258","126","2020-11-16 18:53:07"
"266","M16_1","1","0.909084","25.1422","22.8563","574.658","173","2020-11-16 18:53:07"
"267","M15_6","1","0.893358","17.8937","15.9855","286.041","134","2020-11-16 18:53:07"
"268","M16_2","1","0.890915","22.3417","19.9045","444.701","120","2020-11-16 18:53:08"
"269","M15_3","1","0.921728","13.9028","12.8146","178.158","132","2020-11-16 18:53:08"
"270","M16_6","1","0.871034","22.3177","19.4395","433.845","185","2020-11-16 18:53:08"
"271","M16_3","1","0.903407","24.7665","22.3742","554.13","124","2020-11-16 18:53:08"
"272","M18_1","1","0.875209","9.67113","8.46427","81.859","76","2020-11-16 18:53:08"
"273","M18_4","1","0.861076","9.03956","7.78374","70.3616","64","2020-11-16 18:53:08"
"274","M16_5","1","0.891148","23.5658","21.0006","494.898","168","2020-11-16 18:53:08"
"275","M18_2","1","0.902131","15.0878","13.6112","205.362","121","2020-11-16 18:53:09"
"276","M18_3","1","0.857292","7.88726","6.76168","53.3312","72","2020-11-16 18:53:09"
"277","M18_5","1","0.848803","9.51572","8.07697","76.8582","31","2020-11-16 18:53:09"
"278","M24_1","1","0.864691","12.2708","10.6104","130.198","67","2020-11-16 18:53:09"
"279","M24_2","1","0.85249","9.45151","8.05732","76.1538","57","2020-11-16 18:53:10"
"280","M24_3","1","0.920456","14.9629","13.7727","206.08","75","2020-11-16 18:53:10"
"281","M25_1","1","0.871108","15.0536","13.1133","197.401","231","2020-11-16 18:53:10"
"282","M25_4","1","0.865617","13.4381","11.6322","156.315","221","2020-11-16 18:53:10"
"283","M25_3","1","0.882165","14.028","12.375","173.598","241","2020-11-16 18:53:11"
